i miss avg t_all t_grey t_g t_blur t_sob t_max t_thresh t_hys
1827 1.09472 0 1.9476 0.0127 0.0005 0.5502 1.2173 0.0698 0.0216 0.0114
1828 1.16089 0 1.9612 0.013 0.0005 0.542 1.2326 0.0729 0.0225 0.0116
1829 1.15102 0 1.9839 0.0148 0.0006 0.5737 1.2298 0.0679 0.0217 0.0113
1830 1.14088 0 1.9751 0.0126 0.0005 0.5495 1.2457 0.0687 0.0217 0.0114
1831 1.08931 0 1.9359 0.0126 0.0003 0.5417 1.2219 0.0653 0.0199 0.0113
1832 1.11931 0 1.9554 0.0126 0.0004 0.5439 1.2284 0.0712 0.0226 0.0113
1833 1.14448 0 1.9546 0.0128 0.0006 0.5456 1.2275 0.0696 0.0215 0.0113
1834 1.15613 0 1.9536 0.0126 0.0004 0.5428 1.2306 0.0698 0.0223 0.0113
1835 1.16958 0 1.9859 0.0126 0.0004 0.5721 1.2334 0.0698 0.0219 0.0113
1836 1.1351 0 1.9575 0.0126 0.0005 0.5442 1.2302 0.0704 0.0227 0.0113
1837 1.13493 0 1.9532 0.0126 0.0005 0.5502 1.2293 0.0664 0.0199 0.0112
1838 1.12015 0 1.9677 0.0149 0.0006 0.5577 1.2209 0.0739 0.0226 0.0113
1839 1.1308 0 1.9314 0.0125 0.0005 0.549 1.2105 0.0651 0.0202 0.0112
1840 1.14707 0 1.9446 0.0127 0.0006 0.5414 1.2281 0.0674 0.0209 0.0113
1841 1.1767 0 1.9499 0.0126 0.0004 0.5434 1.2273 0.07 0.0213 0.0113
1842 1.09177 0 1.9526 0.0145 0.0004 0.5425 1.2294 0.0679 0.0221 0.0112
1843 1.13009 0 1.966 0.0147 0.0005 0.5513 1.2321 0.0699 0.0217 0.0112
1844 1.16841 0 1.9514 0.0126 0.0004 0.5434 1.2247 0.0697 0.0214 0.0112
1845 1.14704 0 1.9645 0.0127 0.0006 0.5439 1.2316 0.0748 0.023 0.0113
1846 1.16041 0 1.947 0.0126 0.0004 0.5438 1.2258 0.0688 0.0211 0.0113
1847 1.14523 0 2.2416 0.0151 0.0005 0.691 1.3669 0.0696 0.0212 0.0114
1848 1.15498 0 1.9609 0.0126 0.0004 0.5437 1.2345 0.0717 0.0224 0.0113
1849 1.17969 0 1.9498 0.0126 0.0004 0.5439 1.2273 0.0682 0.0218 0.0114
1850 1.15673 0 1.9574 0.0126 0.0003 0.543 1.2318 0.0707 0.0224 0.0112
1851 1.1261 0 2.0079 0.0126 0.0005 0.5426 1.281 0.0665 0.0225 0.0113
1852 1.11846 0 1.9452 0.0125 0.0005 0.5565 1.2114 0.0665 0.0224 0.0113
1853 1.14956 0 1.9688 0.0126 0.0006 0.5452 1.2332 0.0734 0.0228 0.0113
1854 1.16394 0 1.9858 0.0127 0.0006 0.561 1.2393 0.0728 0.0218 0.0112
1855 1.17915 0 1.9632 0.0151 0.0004 0.5447 1.2301 0.0732 0.0229 0.0113
1856 1.10024 0 1.9613 0.0126 0.0004 0.5444 1.2333 0.0724 0.0225 0.0112
1857 1.12486 0 1.9654 0.0126 0.0004 0.5433 1.2479 0.0654 0.0197 0.0113
1858 1.11886 0 1.9927 0.018 0.0005 0.5491 1.2663 0.0632 0.0195 0.0113
1859 1.12755 0 2.0625 0.0179 0.0005 0.571 1.2905 0.0769 0.0261 0.0113
1860 1.1198 0 1.9696 0.0127 0.0004 0.542 1.2507 0.0674 0.0212 0.0112
1861 1.16034 0 1.973 0.0126 0.0004 0.5441 1.248 0.0701 0.0213 0.0113
1862 1.14495 0 1.9505 0.0126 0.0003 0.5414 1.2304 0.0701 0.0213 0.0114
1863 1.13825 0 1.9445 0.0127 0.0005 0.5479 1.2154 0.0715 0.0214 0.0113
1864 1.18776 0 1.9454 0.0127 0.0004 0.5423 1.2268 0.0679 0.0208 0.0115
1865 1.10496 0 2.0978 0.0182 0.0007 0.613 1.2863 0.072 0.0228 0.0113
1866 1.18235 0 1.9508 0.0126 0.0005 0.5423 1.2293 0.0685 0.0219 0.0115
1867 1.17276 0 1.9612 0.0127 0.0005 0.5476 1.2359 0.0678 0.0211 0.0113
1868 1.11341 0 1.9202 0.0126 0.0004 0.542 1.2088 0.0625 0.0198 0.0112
1869 1.14338 0 1.9544 0.0126 0.0004 0.5475 1.2281 0.0692 0.0215 0.0113
1870 1.15279 0 1.9409 0.0126 0.0004 0.544 1.2113 0.0732 0.023 0.0113
1871 1.14629 0 2.0194 0.0126 0.0008 0.5555 1.2797 0.0699 0.0219 0.0112
1872 1.0649 0 1.9608 0.013 0.0004 0.5452 1.243 0.0646 0.0202 0.0115
1873 1.07495 0 1.9766 0.0152 0.0005 0.5608 1.2324 0.0703 0.022 0.0113
1874 1.11948 0 1.999 0.0126 0.0005 0.545 1.2598 0.0747 0.0215 0.0129
1875 1.18363 0 1.9853 0.0125 0.0005 0.5579 1.246 0.0707 0.0215 0.0112
1876 1.12577 0 1.96 0.0126 0.0005 0.5474 1.2324 0.0701 0.0217 0.0113
1877 1.15607 0 1.9559 0.0127 0.0006 0.5416 1.2274 0.0744 0.0226 0.0117
1878 1.16631 0 2.2422 0.0126 0.0005 0.6944 1.3624 0.0729 0.0218 0.0113
1879 1.12891 0 1.9835 0.0126 0.0004 0.5441 1.2557 0.0715 0.0214 0.0115
1880 1.12661 0 1.9497 0.0125 0.0004 0.544 1.2277 0.0681 0.0214 0.0114
1881 1.11741 0 1.9644 0.0154 0.0006 0.552 1.23 0.0697 0.0214 0.0114
1882 1.15201 0 1.9803 0.0129 0.0004 0.5438 1.2449 0.073 0.0231 0.0112
1883 1.16848 0 1.9547 0.0126 0.0005 0.5415 1.2317 0.0697 0.022 0.0113
1884 1.02519 0 2.0201 0.0127 0.0005 0.5717 1.2748 0.0632 0.0203 0.0115
1885 1.17075 0 1.9439 0.0126 0.0005 0.5432 1.2279 0.0655 0.02 0.0112
1886 1.12651 0 1.9485 0.0127 0.0004 0.5433 1.2293 0.066 0.0208 0.0113
1887 1.12196 0 2.2099 0.0151 0.0005 0.6915 1.3252 0.0746 0.0241 0.0112
1888 1.11447 0 1.944 0.0126 0.0006 0.541 1.2227 0.0695 0.021 0.0113
1889 1.08987 0 1.9669 0.0126 0.0006 0.5422 1.2362 0.0743 0.0228 0.0114
1890 1.10309 0 1.9397 0.0126 0.0005 0.5446 1.214 0.0692 0.0225 0.0114
1891 1.12068 0 2.0068 0.0127 0.0004 0.5666 1.2634 0.068 0.0213 0.0113
1892 1.17019 0 1.9979 0.0149 0.0004 0.5604 1.2447 0.0764 0.0227 0.0113
1893 1.09866 0 1.945 0.0126 0.0004 0.5438 1.225 0.0675 0.0208 0.0113
1894 1.14424 0 1.9575 0.0126 0.0004 0.5429 1.2398 0.0654 0.0212 0.0113
1895 1.12384 0 1.9768 0.0126 0.0004 0.5427 1.2577 0.0678 0.0206 0.0113
1896 1.12829 0 1.9452 0.0126 0.0005 0.5439 1.2267 0.0655 0.0209 0.0113
1897 1.14768 0 1.952 0.0127 0.0004 0.5491 1.2274 0.0677 0.0207 0.0113
1898 1.15912 0 1.9626 0.0125 0.0003 0.5427 1.2298 0.0769 0.0228 0.0112
1899 1.13438 0 1.9493 0.0127 0.0004 0.5411 1.233 0.0664 0.0208 0.0113
1900 1.13411 0 1.9705 0.0136 0.0008 0.5429 1.2457 0.0698 0.0219 0.0112
1901 1.16729 0 1.9515 0.0126 0.0004 0.5543 1.2249 0.0654 0.0199 0.0113
1902 1.07181 0 2.3224 0.0151 0.0004 0.5454 1.5956 0.0728 0.02 0.0113
1903 1.12171 0 1.9528 0.013 0.0005 0.5416 1.2335 0.0672 0.022 0.0113
1904 1.16054 0 1.9447 0.0126 0.0005 0.543 1.2245 0.0684 0.0208 0.0116
1905 1.14702 0 1.9601 0.0154 0.0006 0.5537 1.2289 0.0655 0.0213 0.0113
1906 1.17005 0 1.9463 0.0126 0.0004 0.5433 1.2278 0.0666 0.0205 0.0113
1907 1.1249 0 1.9787 0.0127 0.001 0.541 1.2523 0.0714 0.0222 0.0114
1908 1.09241 0 1.9439 0.0126 0.0004 0.5439 1.2251 0.0664 0.021 0.0112
1909 1.11693 0 1.9569 0.0127 0.0004 0.5478 1.2325 0.0678 0.021 0.0113
1910 1.13182 0 1.9457 0.0126 0.0006 0.5409 1.2273 0.0677 0.0214 0.0113
1911 1.15049 0 1.935 0.0127 0.0004 0.5425 1.218 0.0654 0.0207 0.0113
1912 1.18529 0 1.9614 0.0126 0.0003 0.5426 1.2288 0.072 0.0239 0.0132
1913 1.16693 0 1.9768 0.0125 0.0004 0.5442 1.2469 0.0723 0.0226 0.0113
1914 1.10994 0 2.001 0.0127 0.0004 0.5668 1.2473 0.0732 0.0227 0.0114
1915 1.1197 0 1.9432 0.0126 0.0005 0.5495 1.2251 0.0626 0.0194 0.0112
1916 1.16823 0 1.9431 0.0127 0.0004 0.5424 1.2211 0.0688 0.0217 0.0113
1917 1.11524 0 1.9838 0.0126 0.0005 0.5426 1.2609 0.0695 0.0214 0.0113
1918 1.17386 0 1.9626 0.0126 0.0005 0.5562 1.2272 0.0687 0.0219 0.0115
1919 1.14403 0 1.98 0.0126 0.0005 0.5559 1.2466 0.0672 0.0217 0.0113
1920 1.13746 0 1.9844 0.0127 0.0005 0.5689 1.2327 0.0702 0.0224 0.0113
1921 1.18386 0 1.9665 0.0126 0.0004 0.5417 1.2443 0.0692 0.022 0.0113
1922 1.11897 0 1.9687 0.0127 0.0006 0.5426 1.2364 0.0728 0.0226 0.0115
1923 1.12211 0 1.9538 0.0142 0.0008 0.5543 1.2126 0.074 0.022 0.0112
1924 1.12063 0 1.9462 0.0127 0.0004 0.5429 1.2271 0.0636 0.0192 0.0114
1925 1.18071 0 1.9792 0.0148 0.0004 0.5899 1.2125 0.0666 0.0209 0.0112
1926 1.123 0 2.3884 0.0127 0.0004 0.6953 1.4831 0.0814 0.0248 0.0137
1927 1.07832 0 2.0001 0.0146 0.0007 0.5807 1.2333 0.0684 0.0209 0.0112
1928 1.14274 0 1.9595 0.0127 0.0006 0.5532 1.2301 0.0665 0.0207 0.0113
1929 1.10705 0 1.9993 0.0126 0.0004 0.5712 1.2429 0.0709 0.0232 0.0113
1930 1.13224 0 1.9736 0.0126 0.0006 0.542 1.2571 0.0652 0.0207 0.0113
1931 1.14339 0 1.9995 0.0188 0.0007 0.5665 1.2386 0.0713 0.0224 0.0113
1932 1.14907 0 1.9734 0.0126 0.0005 0.5412 1.2402 0.0756 0.0234 0.0113
1933 1.1303 0 1.9428 0.0126 0.0004 0.5506 1.2214 0.0633 0.0204 0.0113
1934 1.13104 0 1.9995 0.0126 0.0004 0.5602 1.2566 0.0712 0.022 0.0113
1935 1.15834 0 1.957 0.0126 0.0005 0.5495 1.2154 0.0772 0.0229 0.0113
1936 1.14028 0 1.9611 0.0127 0.0004 0.5419 1.2361 0.0699 0.0222 0.0113
1937 1.11409 0 1.9593 0.0127 0.0006 0.544 1.2342 0.0691 0.0215 0.0114
1938 1.16915 0 2.0018 0.0125 0.0005 0.5429 1.2722 0.0735 0.0232 0.0112
1939 1.16069 0 1.9548 0.0127 0.0005 0.5576 1.2269 0.0628 0.0203 0.0114
1940 1.10803 0 2.003 0.0127 0.0005 0.555 1.2647 0.071 0.0222 0.0114
1941 1.1602 0 1.9844 0.0157 0.0008 0.5626 1.2329 0.0734 0.0225 0.0113
1942 1.16294 0 1.9557 0.0126 0.0007 0.5411 1.2314 0.0663 0.0206 0.014
1943 1.14473 0 1.9483 0.0127 0.0003 0.5429 1.2314 0.064 0.0193 0.0113
1944 1.10515 0 1.9512 0.0126 0.0005 0.5587 1.2243 0.0622 0.0197 0.0113
1945 1.10836 0 1.9612 0.0129 0.0004 0.5545 1.2243 0.072 0.0212 0.0115
1946 1.10101 0 2.0743 0.0127 0.0009 0.64 1.2564 0.0687 0.0207 0.0113
1947 1.12273 0 1.9702 0.0145 0.0005 0.5442 1.241 0.0715 0.0228 0.0113
1948 1.147 0 1.9511 0.0125 0.0006 0.5442 1.2295 0.0676 0.0213 0.0113
1949 1.08726 0 1.9626 0.0128 0.0007 0.5444 1.2419 0.0671 0.0209 0.0113
1950 1.10837 0 1.9427 0.0127 0.0006 0.5425 1.2155 0.0718 0.0229 0.0114
1951 1.16518 0 1.9526 0.0125 0.0004 0.5427 1.2293 0.0666 0.0215 0.0113
1952 1.16629 0 1.9589 0.0126 0.0006 0.5443 1.2322 0.0703 0.0219 0.0114
1953 1.14252 0 1.9662 0.0127 0.0004 0.5438 1.2346 0.0724 0.0229 0.0114
1954 1.15696 0 1.9448 0.0127 0.0005 0.5436 1.2275 0.0665 0.0202 0.0114
1955 1.14559 0 1.9695 0.0125 0.0004 0.5545 1.2339 0.0698 0.022 0.0112
1956 1.11797 0 1.9684 0.0126 0.0004 0.5465 1.2441 0.0672 0.0218 0.0116
1957 1.17501 0 1.9507 0.0126 0.0004 0.5438 1.2284 0.0631 0.0209 0.0112
1958 1.13031 0 1.9548 0.0127 0.0006 0.5427 1.2213 0.0769 0.0232 0.0113
1959 1.11493 0 1.9425 0.0126 0.0005 0.5426 1.2306 0.0635 0.0205 0.0112
1960 1.14868 0 1.9673 0.0126 0.0006 0.5502 1.2294 0.0732 0.0225 0.0115
1961 1.16162 0 1.9634 0.0128 0.0006 0.5613 1.2288 0.0646 0.0208 0.0113
1962 1.15766 0 1.9588 0.0126 0.0004 0.5424 1.2351 0.0712 0.022 0.0114
1963 1.16002 0 1.9809 0.0127 0.0006 0.5424 1.2627 0.0658 0.0208 0.0112
1964 1.15615 0 1.9674 0.0126 0.0005 0.5547 1.2311 0.0714 0.0212 0.0114
1965 1.07831 0 2.9505 0.0131 0.0007 0.7609 1.9547 0.0822 0.0242 0.0187
1966 1.11215 0 1.9633 0.0129 0.0006 0.5556 1.2299 0.0672 0.0218 0.0113
1967 1.1402 0 1.975 0.0151 0.0006 0.5548 1.2321 0.0743 0.022 0.0112
1968 1.15884 0 1.9551 0.0126 0.0004 0.5458 1.2317 0.0688 0.0212 0.0113
1969 1.1594 0 1.966 0.0162 0.0006 0.554 1.2309 0.0681 0.0209 0.0113
1970 1.20713 0 1.9528 0.0126 0.0005 0.5425 1.2272 0.0697 0.025 0.0114
1971 1.16113 0 1.9548 0.0132 0.0004 0.5425 1.2302 0.0702 0.0224 0.0115
1972 1.13705 0 1.9668 0.0125 0.0004 0.5488 1.2325 0.0727 0.0228 0.0113
1973 1.14374 0 1.9536 0.0147 0.0006 0.5443 1.2317 0.0671 0.021 0.0114
1974 1.13718 0 1.9631 0.0128 0.0005 0.5437 1.2317 0.0742 0.0231 0.0113
1975 1.11039 0 2.0287 0.0147 0.0004 0.6094 1.2343 0.0721 0.0212 0.0114
1976 1.153 0 1.9459 0.0127 0.0005 0.5546 1.2141 0.0663 0.0213 0.0114
1977 1.12764 0 1.9494 0.0126 0.0003 0.544 1.2284 0.0674 0.0214 0.0112
1978 1.18988 0 1.9496 0.0127 0.0003 0.5426 1.2202 0.0738 0.0232 0.0114
1979 1.12634 0 1.9539 0.0143 0.0005 0.5521 1.2171 0.0716 0.0222 0.0113
1980 1.13932 0 1.9846 0.0126 0.0005 0.5491 1.2322 0.072 0.0219 0.0119
1981 1.11234 0 1.9503 0.0126 0.0005 0.5429 1.2277 0.0692 0.0218 0.0112
1982 1.16422 0 1.9588 0.0126 0.0004 0.5427 1.239 0.067 0.0216 0.0113
1983 1.0979 0 1.9514 0.0127 0.0006 0.545 1.228 0.0677 0.0214 0.0113
1984 1.10922 0 1.9372 0.0125 0.0004 0.5468 1.21 0.0688 0.0219 0.0113
1985 1.16148 0 1.9904 0.0126 0.0004 0.5439 1.2531 0.0776 0.0236 0.0113
1986 1.17694 0 1.9878 0.0126 0.0004 0.5474 1.2546 0.0709 0.022 0.0113
1987 1.15546 0 1.9628 0.0127 0.0004 0.5435 1.2351 0.0719 0.0225 0.0113
1988 1.13601 0 1.9749 0.0126 0.0005 0.5425 1.2569 0.0667 0.0203 0.0113
1989 1.16164 0 1.9588 0.0129 0.0006 0.5431 1.2364 0.0695 0.0212 0.0115
1990 1.15903 0 2.2406 0.0127 0.0005 0.6893 1.3583 0.0768 0.0245 0.0114
1991 1.13223 0 1.9469 0.0129 0.0007 0.5419 1.2253 0.0687 0.0212 0.0113
1992 1.16285 0 1.9533 0.0126 0.0005 0.5431 1.2268 0.0719 0.0223 0.0113
1993 1.16007 0 1.9718 0.0142 0.001 0.5522 1.2314 0.0725 0.0231 0.0114
1994 1.1415 0 1.986 0.0126 0.0007 0.5653 1.2353 0.0726 0.0219 0.0113
1995 1.1272 0 1.959 0.0126 0.0004 0.5429 1.2311 0.0667 0.0213 0.0113
1996 1.15822 0 1.9499 0.0126 0.0005 0.5431 1.2285 0.0684 0.0208 0.0113
1997 1.14895 0 1.965 0.0126 0.0003 0.5435 1.2329 0.0739 0.0236 0.0113
1998 1.13793 0 1.9925 0.0127 0.0004 0.5583 1.2493 0.0711 0.0222 0.0114
1999 1.15897 0 1.9921 0.0126 0.0005 0.5509 1.2583 0.0703 0.0229 0.0114
2000 1.10038 0 1.9777 0.0128 0.001 0.566 1.2327 0.068 0.0203 0.0114
2001 1.1303 0 1.9628 0.0126 0.0006 0.5426 1.2379 0.0711 0.0218 0.0115
2002 1.12886 0 1.9501 0.0126 0.0007 0.5478 1.2271 0.0638 0.021 0.0113
2003 1.08043 0 1.9575 0.0126 0.0004 0.5437 1.2401 0.0659 0.0205 0.0115
2004 1.14369 0 1.9437 0.0127 0.0004 0.5436 1.2144 0.0671 0.0218 0.0113
2005 1.14657 0 1.9644 0.0128 0.0005 0.5425 1.2375 0.0718 0.023 0.0112
2006 1.16488 0 1.9738 0.0129 0.0006 0.5584 1.2334 0.0699 0.022 0.0113
2007 1.12795 0 1.9658 0.0139 0.0006 0.5522 1.2323 0.0704 0.0213 0.0113
2008 1.16144 0 1.9676 0.0127 0.0009 0.5512 1.2343 0.0708 0.0215 0.0113
2009 1.13231 0 1.9665 0.0127 0.0006 0.5605 1.2259 0.0687 0.0214 0.0113
2010 1.13502 0 1.9474 0.0126 0.0005 0.5438 1.2252 0.0685 0.0217 0.0113
2011 1.15367 0 1.9776 0.0127 0.0004 0.5434 1.2579 0.0665 0.0207 0.0114
2012 1.12183 0 1.9654 0.0126 0.0006 0.5427 1.2386 0.0721 0.0223 0.0113
2013 1.11452 0 1.9479 0.0127 0.0005 0.5442 1.2308 0.0647 0.0202 0.0114
2014 1.14707 0 1.9612 0.0127 0.0004 0.5425 1.2297 0.0718 0.0225 0.0119
2015 1.11941 0 1.9533 0.0127 0.0003 0.5481 1.2325 0.064 0.0211 0.0114
2016 1.13587 0 1.964 0.0126 0.0005 0.5419 1.2359 0.068 0.0209 0.0139
2017 1.1531 0 1.972 0.0126 0.0004 0.542 1.2517 0.0685 0.0215 0.0114
2018 1.10927 0 1.9538 0.0125 0.0004 0.5437 1.2376 0.0649 0.0206 0.0114
2019 1.17166 0 1.9845 0.0126 0.0004 0.5424 1.2575 0.0718 0.0229 0.0113
2020 1.17112 0 1.9447 0.0125 0.0005 0.5427 1.2273 0.0667 0.0203 0.0114
2021 1.16831 0 1.9598 0.0126 0.0005 0.5451 1.2334 0.0705 0.0216 0.0113
2022 1.11611 0 1.9719 0.0126 0.0004 0.5581 1.233 0.0704 0.0215 0.0114
2023 1.15464 0 1.9662 0.0128 0.0006 0.5532 1.236 0.0682 0.021 0.0112
2024 1.13707 0 1.9541 0.0126 0.0005 0.543 1.2299 0.0706 0.0218 0.0112
2025 1.15297 0 3.1501 0.0244 0.0007 0.9492 1.9497 0.0872 0.026 0.0184
2026 1.12389 0 1.9695 0.0127 0.0006 0.5617 1.2305 0.068 0.0211 0.0113
2027 1.08584 0 1.9638 0.0126 0.0004 0.5576 1.229 0.0681 0.021 0.0113
2028 1.07635 0 1.9458 0.0126 0.0004 0.5428 1.2266 0.0673 0.0209 0.0114
2029 1.09269 0 2.0017 0.0189 0.0008 0.5699 1.2441 0.0692 0.0217 0.0114
2030 1.10566 0 1.9651 0.0192 0.0011 0.5456 1.2285 0.0711 0.0229 0.0112
2031 1.13752 0 1.9465 0.0126 0.0004 0.5462 1.2252 0.0667 0.021 0.0115
2032 1.12456 0 2.0204 0.0128 0.0005 0.5977 1.2342 0.0724 0.0244 0.0137
2033 1.17373 0 1.9485 0.0152 0.0006 0.5432 1.2296 0.0647 0.0207 0.0113
2034 1.19032 0 1.9606 0.0127 0.0006 0.5435 1.2299 0.0745 0.0228 0.0114
2035 1.15039 0 1.9642 0.0128 0.0005 0.5411 1.236 0.0688 0.0222 0.0115
2036 1.15417 0 1.9514 0.0128 0.0006 0.5441 1.2258 0.0697 0.0217 0.0113
2037 1.14727 0 1.9707 0.0127 0.0006 0.5513 1.2334 0.0722 0.0231 0.0113
2038 1.15895 0 1.9558 0.0126 0.0005 0.5416 1.2351 0.0682 0.0217 0.0113
2039 1.1554 0 1.9897 0.0126 0.0005 0.5721 1.2392 0.0677 0.0216 0.0112
2040 1.13329 0 1.9545 0.0128 0.0004 0.5424 1.2297 0.0697 0.022 0.0114
2041 1.15028 0 2.181 0.0126 0.0005 0.6907 1.3119 0.0678 0.0214 0.0112
2042 1.10613 0 1.9554 0.0127 0.0005 0.5438 1.2339 0.0681 0.0211 0.0113
2043 1.13616 0 1.9558 0.0127 0.0005 0.5435 1.2298 0.0714 0.0221 0.0113
2044 1.14873 0 1.9536 0.0127 0.0004 0.5596 1.2145 0.069 0.0213 0.0114
2045 1.17615 0 1.9857 0.0128 0.0004 0.5582 1.2411 0.0729 0.0229 0.0112
2046 1.10512 0 1.9437 0.0126 0.0004 0.5438 1.2273 0.0644 0.0198 0.0115
2047 1.15077 0 1.965 0.0127 0.0004 0.5437 1.2393 0.0673 0.0216 0.0155
2048 1.10922 0 1.9763 0.0184 0.0006 0.5537 1.2378 0.0651 0.0201 0.0112
2049 1.13035 0 1.9639 0.0133 0.0007 0.5424 1.2446 0.0667 0.021 0.0113
2050 1.19428 0 1.9726 0.0128 0.0006 0.5477 1.2414 0.0706 0.0218 0.0113
2051 1.12943 0 1.99 0.0129 0.0004 0.5773 1.2315 0.0703 0.0215 0.0113
2052 1.19428 0 2.0179 0.0158 0.0007 0.5867 1.2391 0.0722 0.0221 0.0112
2053 1.10971 0 1.9693 0.0129 0.0004 0.554 1.2393 0.068 0.0208 0.0112
2054 1.1795 0 1.9539 0.0129 0.0006 0.5475 1.2266 0.0681 0.0216 0.0113
2055 1.18081 0 1.9522 0.0126 0.0005 0.543 1.2291 0.0688 0.0213 0.0115
2056 1.14911 0 1.9532 0.0133 0.0005 0.544 1.2299 0.0691 0.0206 0.0115
2057 1.13769 0 1.9892 0.0127 0.0005 0.5699 1.2348 0.0706 0.0226 0.0113
2058 1.1627 0 1.9699 0.0128 0.0006 0.5433 1.2298 0.0719 0.0224 0.0113
2059 1.12237 0 2.01 0.0128 0.0006 0.5686 1.2487 0.0766 0.0233 0.0113
2060 1.11677 0 1.9906 0.0126 0.0005 0.5485 1.2629 0.0693 0.0206 0.0113
2061 1.1388 0 1.9626 0.0128 0.0006 0.5524 1.227 0.0702 0.021 0.0114
2062 1.19192 0 1.9517 0.0132 0.0005 0.5432 1.2282 0.0644 0.0203 0.0113
2063 1.11236 0 1.9649 0.0126 0.0004 0.542 1.2463 0.0672 0.0206 0.0114
2064 1.14293 0 1.9896 0.0125 0.0006 0.572 1.2328 0.0722 0.0223 0.0114
2065 1.13367 0 2.9809 0.0154 0.0007 0.8207 1.9331 0.0751 0.0242 0.019
2066 1.18856 0 1.9747 0.0128 0.0005 0.5439 1.2478 0.0713 0.0211 0.0114
2067 1.13586 0 1.9686 0.0127 0.0006 0.5422 1.2466 0.0692 0.0213 0.0113
2068 1.10995 0 1.9934 0.0127 0.0006 0.5423 1.2665 0.0717 0.0228 0.0115
2069 1.12415 0 1.9396 0.0129 0.0008 0.5438 1.2246 0.0636 0.0197 0.0113
2070 1.19336 0 1.9643 0.0128 0.0005 0.5426 1.2341 0.0747 0.0229 0.0113
2071 1.14922 0 1.9459 0.0131 0.0005 0.5427 1.228 0.0658 0.0211 0.0113
2072 1.15344 0 1.935 0.013 0.0006 0.5445 1.2132 0.0664 0.0212 0.0115
2073 1.12689 0 1.9401 0.0129 0.0003 0.5467 1.2134 0.0691 0.0213 0.0113
2074 1.10877 0 1.9422 0.0127 0.0007 0.5423 1.2274 0.0643 0.0204 0.0113
2075 1.10637 0 1.9329 0.0131 0.0006 0.5424 1.2226 0.0615 0.0185 0.0114
2076 1.15719 0 1.9821 0.0126 0.0004 0.5476 1.2419 0.0784 0.024 0.0113
2077 1.14182 0 1.9634 0.0126 0.0004 0.5443 1.2353 0.0668 0.0206 0.0139
2078 1.09527 0 1.9572 0.0125 0.0003 0.5425 1.2306 0.0695 0.0213 0.0113
2079 1.16298 0 1.9666 0.0127 0.0005 0.5435 1.2308 0.0735 0.0224 0.0113
2080 1.14184 0 1.9539 0.0129 0.0005 0.5422 1.2335 0.0663 0.0202 0.0114
2081 1.1936 0 1.9544 0.0155 0.0004 0.5527 1.2166 0.071 0.0214 0.0112
2082 1.12985 0 1.9458 0.0142 0.0007 0.5434 1.2281 0.0649 0.0199 0.0112
2083 1.14017 0 1.955 0.0126 0.0004 0.5438 1.2273 0.0713 0.0228 0.0113
2084 1.09506 0 1.9821 0.0127 0.0005 0.5671 1.2337 0.0707 0.0217 0.0112
2085 1.124 0 1.9561 0.0126 0.0005 0.545 1.229 0.0706 0.0215 0.0114
2086 1.14046 0 1.9633 0.0128 0.0006 0.5434 1.2335 0.0738 0.022 0.0114
2087 1.10144 0 1.9997 0.0126 0.0007 0.5431 1.2709 0.071 0.0217 0.0116
2088 1.10454 0 1.9502 0.0137 0.0004 0.5444 1.2283 0.0663 0.0217 0.0116
2089 1.18795 0 1.9852 0.0128 0.0004 0.5446 1.2485 0.0755 0.0236 0.0114
2090 1.14356 0 1.9552 0.0126 0.0005 0.5434 1.2293 0.0707 0.022 0.0113
2091 1.15051 0 1.9315 0.0127 0.0006 0.5432 1.2214 0.058 0.0187 0.0113
2092 1.14541 0 1.948 0.0129 0.0005 0.5424 1.2293 0.067 0.0208 0.0113
2093 1.15938 0 1.9436 0.0126 0.0004 0.5426 1.226 0.0667 0.0202 0.0113
2094 1.12071 0 1.9589 0.0128 0.0005 0.5473 1.229 0.0714 0.0218 0.0113
2095 1.15419 0 1.9828 0.0126 0.0003 0.5837 1.2249 0.0665 0.0207 0.0114
2096 1.09047 0 1.9754 0.0126 0.0004 0.5434 1.2508 0.0698 0.0218 0.0113
2097 1.13215 0 1.9502 0.0126 0.0006 0.5442 1.2318 0.0662 0.0203 0.0113
2098 1.16343 0 1.9461 0.0129 0.0006 0.5483 1.2175 0.0678 0.0215 0.0113
2099 1.09216 0 1.9374 0.0127 0.0004 0.5444 1.2171 0.0659 0.0212 0.0114
2100 1.13488 0 1.945 0.0126 0.0003 0.5441 1.222 0.069 0.021 0.0113
2101 1.13477 0 1.9655 0.0126 0.0004 0.5437 1.2362 0.0729 0.0217 0.0113
2102 1.10089 0 1.9479 0.0126 0.0004 0.5432 1.2299 0.0658 0.0208 0.0113
2103 1.18993 0 1.9622 0.0125 0.0004 0.5433 1.2366 0.0713 0.0218 0.0113
2104 1.18201 0 1.9911 0.0126 0.0006 0.5651 1.242 0.0716 0.0225 0.0115
2105 1.14231 0 1.9553 0.013 0.0005 0.5452 1.2288 0.0709 0.0216 0.0114
2106 1.11116 0 1.9576 0.0128 0.0004 0.5445 1.2373 0.0666 0.0205 0.0113
2107 1.15565 0 1.9667 0.0126 0.0005 0.5445 1.2477 0.0665 0.021 0.0113
2108 1.13988 0 1.9534 0.0127 0.0005 0.542 1.231 0.0701 0.0216 0.0113
