i miss avg t_all t_grey t_g t_blur t_sob t_max t_thresh t_hys
5615 1.14255 0 1.9346 0.0125 0.0005 0.5461 1.2135 0.0662 0.0209 0.0113
5616 1.11805 0 1.9804 0.0151 0.0005 0.5439 1.2469 0.0738 0.023 0.0117
5617 1.14435 0 2.0072 0.0155 0.0008 0.5531 1.2532 0.0805 0.022 0.0113
5618 1.12342 0 1.9592 0.0126 0.0007 0.5462 1.23 0.0719 0.0225 0.0112
5619 1.18161 0 2.0119 0.0149 0.0006 0.587 1.2343 0.0712 0.0222 0.0115
5620 1.18765 0 1.9512 0.0126 0.0006 0.5489 1.2257 0.067 0.0211 0.0113
5621 1.20302 0 1.9724 0.0128 0.0004 0.5615 1.233 0.0679 0.0204 0.0114
5622 1.11538 0 1.9812 0.0127 0.0005 0.5534 1.2514 0.0675 0.0208 0.0112
5623 1.09065 0 1.9676 0.0126 0.0005 0.5723 1.2241 0.0628 0.0195 0.0112
5624 1.11531 0 1.9772 0.0127 0.0005 0.5587 1.2337 0.0712 0.0226 0.0112
5625 1.0837 0 3.0473 0.0151 0.0004 0.8689 1.9489 0.0802 0.0241 0.0185
5626 1.17109 0 1.9408 0.0162 0.0005 0.5545 1.2126 0.0625 0.0194 0.0112
5627 1.08809 0 1.9858 0.0125 0.0005 0.56 1.2378 0.0725 0.0228 0.0112
5628 1.15723 0 1.9863 0.0136 0.0004 0.5682 1.2354 0.0694 0.0223 0.0112
5629 1.09419 0 1.9672 0.0129 0.0005 0.5603 1.2302 0.0667 0.0211 0.0113
5630 1.1518 0 1.9901 0.0126 0.0005 0.5468 1.256 0.074 0.0229 0.0112
5631 1.15184 0 1.9691 0.0125 0.0005 0.5561 1.2397 0.0652 0.0209 0.0114
5632 1.14336 0 1.9679 0.0125 0.0006 0.5492 1.2319 0.0727 0.0228 0.0113
5633 1.13999 0 1.9597 0.0126 0.0005 0.5474 1.2267 0.0741 0.0223 0.0114
5634 1.15216 0 1.9894 0.0144 0.0006 0.5527 1.248 0.0702 0.0213 0.0113
5635 1.12471 0 1.9738 0.0126 0.0006 0.5554 1.2501 0.0621 0.0191 0.0113
5636 1.11289 0 1.9648 0.0127 0.0006 0.5504 1.2277 0.0694 0.0205 0.0116
5637 1.1469 0 1.9684 0.0125 0.0005 0.5467 1.2362 0.0735 0.0224 0.0114
5638 1.13028 0 1.9869 0.0129 0.0009 0.5583 1.2479 0.0652 0.0209 0.0113
5639 1.14449 0 1.9587 0.0125 0.0005 0.5483 1.2255 0.0728 0.0224 0.0115
5640 1.09106 0 1.9474 0.0126 0.0004 0.5477 1.2269 0.0655 0.0205 0.0113
5641 1.16235 0 1.9732 0.0125 0.0005 0.5473 1.2308 0.0786 0.0242 0.0112
5642 1.13102 0 1.9603 0.0155 0.0004 0.5486 1.2292 0.0691 0.0214 0.0113
5643 1.11441 0 1.9675 0.0126 0.0007 0.5469 1.222 0.0759 0.0249 0.0116
5644 1.09847 0 1.9483 0.0126 0.0004 0.546 1.2341 0.0633 0.0195 0.0113
5645 1.15302 0 1.9581 0.0146 0.0004 0.5472 1.229 0.0686 0.0219 0.0114
5646 1.10602 0 1.9968 0.02 0.0011 0.5572 1.2583 0.0619 0.02 0.0115
5647 1.15137 0 1.945 0.0126 0.0006 0.5489 1.2266 0.0629 0.0202 0.0112
5648 1.16171 0 1.9636 0.0125 0.0005 0.552 1.2305 0.0705 0.0213 0.0114
5649 1.12885 0 1.9681 0.0126 0.0005 0.5486 1.2303 0.0747 0.0229 0.0114
5650 1.18208 0 1.9792 0.0127 0.0003 0.5621 1.2319 0.0724 0.0222 0.0112
5651 1.11185 0 1.9953 0.0131 0.0005 0.5458 1.261 0.0736 0.0225 0.0113
5652 1.14329 0 1.9644 0.0125 0.0006 0.5655 1.2298 0.062 0.0197 0.0116
5653 1.17262 0 1.9781 0.0129 0.0004 0.5558 1.2379 0.0726 0.022 0.0114
5654 1.12662 0 1.9366 0.0125 0.0005 0.5479 1.2106 0.0689 0.0212 0.0112
5655 1.15487 0 1.9455 0.0126 0.0005 0.5486 1.2133 0.0726 0.0217 0.0114
5656 1.08451 0 1.971 0.0126 0.0006 0.5758 1.2162 0.069 0.0212 0.0113
5657 1.15289 0 1.958 0.0126 0.0006 0.549 1.2287 0.0692 0.0221 0.0113
5658 1.13756 0 1.9778 0.0129 0.0004 0.5504 1.2334 0.079 0.0236 0.0112
5659 1.14229 0 1.9565 0.0126 0.0005 0.5513 1.2299 0.0664 0.0206 0.0113
5660 1.11816 0 1.9672 0.0151 0.0005 0.5577 1.2314 0.0675 0.0208 0.0113
5661 1.15194 0 1.9639 0.0125 0.0004 0.5552 1.2275 0.0676 0.0213 0.0112
5662 1.11658 0 1.9522 0.0126 0.0005 0.5462 1.2278 0.0687 0.0209 0.0114
5663 1.16674 0 1.9672 0.0126 0.0004 0.5476 1.238 0.0705 0.0221 0.0115
5664 1.12769 0 1.9747 0.0126 0.0005 0.5615 1.2347 0.0688 0.021 0.0113
5665 1.11632 0 1.9739 0.0126 0.0006 0.549 1.2328 0.0728 0.0231 0.0113
5666 1.13959 0 1.9453 0.0126 0.0005 0.5499 1.2135 0.071 0.0219 0.0112
5667 1.1747 0 1.97 0.0125 0.0004 0.5509 1.235 0.0717 0.0225 0.0113
5668 1.14345 0 1.9809 0.0154 0.0004 0.5735 1.2276 0.0684 0.0206 0.0113
5669 1.13195 0 1.9481 0.0126 0.0004 0.548 1.2247 0.0672 0.0208 0.0112
5670 1.14693 0 1.9499 0.0126 0.0004 0.5466 1.23 0.0658 0.0202 0.0113
5671 1.08485 0 1.9606 0.0151 0.0008 0.5697 1.2234 0.0603 0.0192 0.0112
5672 1.1783 0 1.9532 0.0127 0.0007 0.5473 1.2265 0.0682 0.0211 0.0113
5673 1.15836 0 1.9603 0.0129 0.0004 0.546 1.2295 0.0723 0.0222 0.0112
5674 1.1199 0 1.9544 0.0129 0.0004 0.5514 1.2245 0.0686 0.0209 0.0113
5675 1.0988 0 1.9416 0.0125 0.0004 0.5449 1.2272 0.0634 0.02 0.0113
5676 1.10986 0 1.9857 0.0126 0.0004 0.5478 1.2521 0.0728 0.0225 0.0117
5677 1.1362 0 1.9645 0.0126 0.0004 0.5447 1.2317 0.0742 0.0234 0.0114
5678 1.13383 0 1.9627 0.0125 0.0005 0.5521 1.2296 0.0699 0.0215 0.0113
5679 1.11553 0 1.9552 0.0126 0.0006 0.5476 1.2282 0.0686 0.022 0.0114
5680 1.09783 0 1.9644 0.0153 0.0005 0.5519 1.2283 0.0714 0.0217 0.0113
5681 1.11945 0 1.9679 0.0128 0.0005 0.561 1.2321 0.0652 0.021 0.0113
5682 1.17214 0 1.9541 0.0126 0.0004 0.5461 1.2266 0.0658 0.0203 0.0139
5683 1.18752 0 1.9532 0.0126 0.0005 0.5468 1.224 0.071 0.0223 0.0115
5684 1.13674 0 1.9621 0.0126 0.0003 0.5482 1.2319 0.0692 0.022 0.0113
5685 1.15645 0 1.9503 0.0127 0.0004 0.5461 1.2279 0.0668 0.0212 0.0113
5686 1.15016 0 1.9873 0.0129 0.0004 0.5455 1.2517 0.0751 0.0241 0.0114
5687 1.13036 0 1.9634 0.0125 0.0007 0.5469 1.2426 0.0654 0.0206 0.0113
5688 1.13507 0 1.9989 0.0126 0.0005 0.5614 1.249 0.0733 0.0239 0.0113
5689 1.18265 0 2.0019 0.013 0.0004 0.5484 1.2665 0.0739 0.0227 0.0113
5690 1.12859 0 1.9721 0.0148 0.0005 0.5658 1.2193 0.072 0.0223 0.0114
5691 1.11109 0 2.3247 0.0147 0.0004 0.9115 1.224 0.0728 0.0226 0.0112
5692 1.14656 0 1.9821 0.0129 0.0004 0.5491 1.2491 0.0711 0.0224 0.0114
5693 1.12878 0 1.965 0.0125 0.0006 0.5489 1.2421 0.066 0.0201 0.0113
5694 1.14894 0 1.9556 0.013 0.0005 0.5446 1.2378 0.0639 0.0207 0.0114
5695 1.1396 0 2 0.0126 0.0008 0.5672 1.2447 0.0733 0.023 0.0113
5696 1.10198 0 1.9712 0.0145 0.0006 0.543 1.2346 0.0724 0.0228 0.0115
5697 1.1642 0 2.0068 0.014 0.0005 0.5639 1.2567 0.0721 0.0217 0.0113
5698 1.11576 0 1.9738 0.0126 0.0005 0.5502 1.2546 0.0634 0.0195 0.0114
5699 1.12388 0 1.952 0.0128 0.0005 0.5438 1.2291 0.0688 0.0215 0.0113
5700 1.18649 0 1.9786 0.0126 0.0004 0.5447 1.2513 0.0698 0.0225 0.0113
5701 1.16546 0 1.9608 0.0125 0.0005 0.5532 1.2301 0.0676 0.0211 0.0113
5702 1.12564 0 1.9535 0.0126 0.0006 0.5436 1.228 0.0711 0.0219 0.0115
5703 1.13513 0 1.9694 0.0125 0.0005 0.5428 1.2487 0.0682 0.0214 0.0112
5704 1.15541 0 1.9861 0.0126 0.0005 0.5527 1.2562 0.0674 0.0209 0.0113
5705 1.11342 0 1.9528 0.0125 0.0006 0.5431 1.2276 0.0698 0.022 0.0114
5706 1.1201 0 1.9715 0.0126 0.0005 0.5514 1.233 0.0734 0.0227 0.0112
5707 1.10523 0 1.9585 0.0126 0.0004 0.5417 1.2368 0.0696 0.0213 0.0113
5708 1.1307 0 1.952 0.0128 0.0004 0.5444 1.229 0.0699 0.0206 0.0114
5709 1.08198 0 1.9878 0.0136 0.0004 0.5746 1.2323 0.0691 0.0219 0.0113
5710 1.15694 0 2.0186 0.0127 0.0005 0.5507 1.2848 0.0716 0.0217 0.0113
5711 1.0755 0 1.9613 0.0125 0.0004 0.5606 1.2342 0.0616 0.0194 0.0113
5712 1.1649 0 1.9591 0.0126 0.0004 0.5439 1.2371 0.0678 0.0215 0.0113
5713 1.17034 0 1.9483 0.0126 0.0004 0.5438 1.2254 0.0696 0.0214 0.0113
5714 1.16943 0 2.411 0.0128 0.0006 0.6849 1.5337 0.0721 0.021 0.0116
5715 1.13918 0 2.389 0.0127 0.0006 0.625 1.5783 0.0737 0.0225 0.0114
5716 1.14701 0 1.9667 0.0126 0.0006 0.5468 1.2355 0.074 0.0216 0.0113
5717 1.15351 0 1.972 0.0183 0.0006 0.5494 1.2253 0.0745 0.022 0.0114
5718 1.13939 0 2.0236 0.0153 0.0005 0.5651 1.2545 0.0813 0.0236 0.0113
5719 1.16086 0 2.2752 0.0125 0.0005 0.5736 1.4805 0.0724 0.0239 0.0179
5720 1.10957 0 1.9525 0.0126 0.0006 0.5446 1.2288 0.0687 0.0216 0.0112
5721 1.14506 0 1.9631 0.0127 0.0005 0.5442 1.2332 0.0735 0.0223 0.0113
5722 1.10431 0 1.9494 0.0125 0.0005 0.5428 1.2368 0.0629 0.0197 0.0114
5723 1.14657 0 1.9734 0.0126 0.0004 0.5442 1.2468 0.0705 0.0218 0.0113
5724 1.18462 0 1.9376 0.0125 0.0004 0.5437 1.2223 0.0641 0.0203 0.0113
5725 1.13216 0 1.9708 0.0126 0.0005 0.5487 1.2344 0.0745 0.0224 0.0114
5726 1.11843 0 2.0222 0.0152 0.0007 0.5963 1.2331 0.0739 0.0212 0.0112
5727 1.10804 0 1.9663 0.0176 0.0006 0.5515 1.2328 0.0671 0.0211 0.0113
5728 1.153 0 1.9895 0.0125 0.0008 0.5616 1.2384 0.0747 0.0231 0.0114
5729 1.14049 0 1.9576 0.0125 0.0004 0.558 1.2152 0.0715 0.0225 0.0112
5730 1.14007 0 1.9673 0.0148 0.0005 0.553 1.2335 0.0683 0.0207 0.0113
5731 1.15117 0 1.9457 0.0126 0.0006 0.5434 1.228 0.0652 0.021 0.0112
5732 1.11591 0 1.9444 0.0127 0.0004 0.5443 1.2263 0.0651 0.0208 0.0114
5733 1.1238 0 1.9579 0.0128 0.0004 0.5446 1.2377 0.067 0.0203 0.0115
5734 1.11319 0 1.9698 0.0129 0.0006 0.5561 1.2339 0.0691 0.0217 0.0114
5735 1.15362 0 1.9733 0.0126 0.0004 0.5471 1.2356 0.0748 0.023 0.0114
5736 1.1664 0 1.9956 0.0125 0.0004 0.5593 1.2585 0.0665 0.0202 0.0113
5737 1.14847 0 1.9546 0.0126 0.0004 0.5433 1.2344 0.0671 0.0219 0.0114
5738 1.14169 0 1.9553 0.0127 0.0004 0.5447 1.2326 0.068 0.0213 0.0113
5739 1.1348 0 1.9518 0.0129 0.0006 0.5442 1.2306 0.0659 0.0215 0.0113
5740 1.11888 0 1.9527 0.0126 0.0004 0.5552 1.2168 0.0697 0.0216 0.0112
5741 1.15028 0 1.9525 0.0144 0.0007 0.5442 1.2324 0.0642 0.021 0.0114
5742 1.13161 0 1.9532 0.0126 0.0004 0.5443 1.2297 0.0685 0.0213 0.0113
5743 1.12097 0 1.9456 0.0126 0.0004 0.5418 1.2278 0.0666 0.0213 0.0113
5744 1.12094 0 1.9948 0.0126 0.0004 0.5797 1.2305 0.0707 0.0234 0.0134
5745 1.12588 0 1.9867 0.0128 0.0005 0.5488 1.2538 0.0705 0.0231 0.0113
5746 1.2017 0 1.9445 0.0127 0.0004 0.5446 1.2231 0.0679 0.0208 0.0114
5747 1.12915 0 1.958 0.0125 0.0004 0.5443 1.2345 0.0676 0.0221 0.0112
5748 1.1203 0 1.9848 0.0125 0.0004 0.543 1.2573 0.0723 0.0223 0.0113
5749 1.19051 0 1.9741 0.0127 0.0006 0.543 1.2373 0.0741 0.0255 0.0116
5750 1.13192 0 1.9347 0.0126 0.0006 0.5443 1.2154 0.0658 0.0209 0.0114
5751 1.13364 0 1.9529 0.0126 0.0005 0.5439 1.2275 0.0711 0.0215 0.0113
5752 1.1822 0 2.0087 0.0125 0.0003 0.5886 1.2404 0.068 0.0219 0.0113
5753 1.15873 0 1.9556 0.0125 0.0004 0.5437 1.2284 0.0737 0.0212 0.0115
5754 1.10536 0 1.9641 0.0125 0.0004 0.5435 1.251 0.0638 0.0192 0.0115
5755 1.13043 0 1.9553 0.0126 0.0009 0.5444 1.2294 0.0693 0.0218 0.0113
5756 1.13456 0 1.9628 0.0127 0.0005 0.559 1.2292 0.0665 0.0198 0.0112
5757 1.13403 0 1.9727 0.0126 0.0004 0.5427 1.2377 0.0749 0.0239 0.0113
5758 1.1379 0 1.9857 0.0147 0.0004 0.5755 1.2328 0.0664 0.0205 0.0112
5759 1.11586 0 1.9627 0.0126 0.0006 0.5434 1.2317 0.0753 0.0221 0.0113
5760 1.10349 0 1.9423 0.0126 0.0004 0.5493 1.2136 0.0698 0.0213 0.0114
5761 1.14136 0 1.9725 0.0127 0.0005 0.5492 1.2418 0.0699 0.0215 0.0113
5762 1.12966 0 1.9462 0.0128 0.0005 0.5442 1.2157 0.0735 0.0224 0.0115
5763 1.15781 0 1.9646 0.014 0.0005 0.5529 1.2276 0.0709 0.022 0.0112
5764 1.13201 0 1.9703 0.0127 0.0006 0.5513 1.2355 0.0716 0.022 0.0112
5765 1.1484 0 1.9781 0.0127 0.0004 0.5426 1.2437 0.0753 0.025 0.0113
5766 1.15872 0 2.044 0.0149 0.0005 0.5789 1.2736 0.0755 0.0217 0.0127
5767 1.12436 0 2.0121 0.0126 0.0004 0.5427 1.2786 0.0743 0.0233 0.0112
5768 1.113 0 1.963 0.0127 0.0005 0.55 1.2346 0.0684 0.0206 0.0113
5769 1.17501 0 2.5565 0.0126 0.0004 0.5776 1.7565 0.0796 0.0233 0.0145
5770 1.13968 0 2.0848 0.0147 0.0006 0.5442 1.3577 0.065 0.0204 0.0114
5771 1.20797 0 1.9825 0.0126 0.0006 0.5566 1.2492 0.0682 0.0204 0.0112
5772 1.16194 0 2.0533 0.0127 0.0005 0.5819 1.2799 0.0737 0.0216 0.0114
5773 1.11165 0 1.9561 0.0138 0.0005 0.5431 1.2298 0.0705 0.0219 0.0113
5774 1.13073 0 1.9922 0.0188 0.0008 0.5426 1.2333 0.0728 0.0211 0.0114
5775 1.10758 0 1.9727 0.0127 0.0005 0.5482 1.2445 0.0694 0.0222 0.0113
5776 1.1158 0 2.0463 0.0146 0.0007 0.5944 1.2641 0.0703 0.0207 0.0113
5777 1.15026 0 2.6736 0.015 0.0007 0.5681 1.8613 0.0865 0.0245 0.0188
5778 1.15788 0 2.042 0.0153 0.0006 0.561 1.2839 0.0749 0.0213 0.0139
5779 1.15583 0 2.0781 0.0179 0.0008 0.594 1.2863 0.0773 0.0223 0.0113
5780 1.12969 0 1.9782 0.0133 0.0006 0.5489 1.2427 0.0752 0.022 0.0113
5781 1.08448 0 1.9968 0.0205 0.0011 0.5627 1.2336 0.0737 0.0221 0.0113
5782 1.13316 0 1.9634 0.0128 0.0005 0.5442 1.2333 0.0743 0.022 0.0114
5783 1.15132 0 1.9597 0.0125 0.0003 0.5491 1.2359 0.0675 0.0201 0.0113
5784 1.09693 0 2.2331 0.0126 0.0004 0.5429 1.5013 0.0721 0.0208 0.0113
5785 1.1324 0 2.6349 0.0131 0.0014 0.6502 1.7877 0.0759 0.0208 0.0114
5786 1.13193 0 2.9364 0.0303 0.0011 0.9684 1.7566 0.0732 0.0215 0.0113
5787 1.08996 0 2.0052 0.0186 0.0007 0.5728 1.2321 0.0757 0.022 0.0113
5788 1.13772 0 2.0366 0.0126 0.0005 0.5479 1.313 0.067 0.0207 0.0112
5789 1.17913 0 2.0683 0.0125 0.0004 0.5741 1.3133 0.0687 0.0228 0.0112
5790 1.14942 0 2.0816 0.0408 0.0014 0.5836 1.2796 0.0694 0.0216 0.0131
5791 1.07955 0 2.0411 0.014 0.0006 0.5793 1.2804 0.0681 0.0217 0.0114
5792 1.13751 0 2.0598 0.02 0.0009 0.5916 1.2625 0.078 0.0224 0.0112
5793 1.14392 0 2.5355 0.0151 0.0011 0.8193 1.4793 0.0811 0.0243 0.0164
5794 1.13241 0 1.9579 0.0127 0.0006 0.5492 1.2296 0.0709 0.0203 0.0112
5795 1.12317 0 1.9759 0.0126 0.0007 0.5541 1.234 0.0755 0.0217 0.0112
5796 1.08973 0 2.1983 0.0146 0.0008 0.6915 1.3261 0.0679 0.0215 0.0113
5797 1.16949 0 1.9729 0.0126 0.0005 0.5572 1.2365 0.0705 0.0204 0.0113
5798 1.15979 0 2.018 0.0127 0.0006 0.5583 1.2688 0.0735 0.0223 0.0113
5799 1.13241 0 2.0638 0.013 0.0006 0.5904 1.2823 0.0735 0.0231 0.0114
5800 1.17592 0 2.0337 0.0162 0.0007 0.5734 1.2631 0.0771 0.0216 0.0112
5801 1.18972 0 1.9717 0.0146 0.0007 0.5601 1.2317 0.069 0.0204 0.0112
5802 1.13555 0 2.0513 0.013 0.0004 0.5909 1.2732 0.072 0.0226 0.0114
5803 1.11849 0 1.9829 0.0145 0.0008 0.5524 1.2423 0.0728 0.0228 0.0113
5804 1.12613 0 1.972 0.0126 0.0004 0.5606 1.2333 0.0679 0.0212 0.0114
5805 1.13751 0 1.978 0.0126 0.0003 0.5568 1.2368 0.0728 0.0218 0.0113
5806 1.11655 0 1.9777 0.0126 0.0006 0.5539 1.233 0.0706 0.0214 0.014
5807 1.13121 0 1.9937 0.0127 0.0004 0.565 1.2419 0.0733 0.0221 0.0113
5808 1.13736 0 1.9861 0.0163 0.0007 0.5683 1.2317 0.0718 0.0218 0.0112
5809 1.12132 0 2.018 0.0199 0.0011 0.5662 1.2636 0.0665 0.0198 0.0113
5810 1.09037 0 1.9757 0.0126 0.0012 0.5502 1.2346 0.0701 0.0218 0.0141
5811 1.15895 0 1.967 0.0127 0.0006 0.5515 1.2331 0.0713 0.0218 0.0114
5812 1.1326 0 2.0085 0.0202 0.0009 0.5615 1.2341 0.0719 0.0332 0.0144
5813 1.15032 0 2.0099 0.0127 0.0007 0.5686 1.254 0.0738 0.0221 0.0114
5814 1.14349 0 1.9667 0.0155 0.0007 0.5526 1.2345 0.0684 0.0208 0.0113
5815 1.10604 0 2.7098 0.0191 0.0014 0.7802 1.7168 0.0787 0.0227 0.0146
5816 1.13867 0 1.9848 0.0126 0.0008 0.5479 1.2414 0.0815 0.0229 0.0113
5817 1.2037 0 1.9811 0.0185 0.0007 0.5494 1.231 0.0759 0.0217 0.0113
5818 1.14899 0 1.9506 0.0125 0.0005 0.5418 1.232 0.0689 0.0204 0.0113
5819 1.16942 0 2.2493 0.0152 0.0006 0.7091 1.3601 0.0633 0.0182 0.0139
5820 1.15967 0 1.9643 0.0126 0.0003 0.5443 1.2319 0.0704 0.0226 0.0116
5821 1.13739 0 1.9576 0.0127 0.0003 0.5431 1.2501 0.0601 0.0181 0.0113
5822 1.1422 0 1.9808 0.0128 0.0008 0.5572 1.2345 0.0743 0.0227 0.0114
5823 1.17257 0 1.9472 0.0127 0.0004 0.5439 1.2281 0.0656 0.0204 0.0113
5824 1.16601 0 1.9503 0.0126 0.0004 0.5437 1.2303 0.0672 0.021 0.0114
5825 1.18103 0 1.9566 0.013 0.0003 0.5438 1.2314 0.0705 0.0216 0.0116
5826 1.12243 0 2.0227 0.0127 0.0006 0.6038 1.2344 0.0704 0.023 0.0114
5827 1.1617 0 2.101 0.0151 0.0008 0.5541 1.3419 0.0809 0.0243 0.0115
5828 1.13611 0 2.0437 0.0148 0.0009 0.5571 1.2734 0.0899 0.0233 0.0112
5829 1.14882 0 1.9903 0.015 0.0005 0.5722 1.2306 0.0737 0.0219 0.0113
5830 1.17432 0 1.9951 0.0126 0.0006 0.5605 1.241 0.0781 0.0231 0.0114
5831 1.1137 0 2.0061 0.0151 0.0007 0.5879 1.23 0.0696 0.0218 0.0113
5832 1.12078 0 1.9325 0.0128 0.0003 0.5431 1.2153 0.0666 0.0205 0.0113
5833 1.17344 0 1.9606 0.0126 0.0003 0.543 1.2316 0.0715 0.0221 0.0112
5834 1.13338 0 1.9451 0.0131 0.0004 0.5432 1.2335 0.0626 0.0193 0.0113
5835 1.15267 0 2.023 0.0153 0.0008 0.5608 1.2594 0.0792 0.0237 0.0113
5836 1.15928 0 2.0186 0.0159 0.0008 0.5911 1.2542 0.0622 0.0194 0.0115
5837 1.11587 0 2.019 0.0129 0.0007 0.5438 1.2712 0.0738 0.022 0.0142
5838 1.12384 0 1.9607 0.0126 0.0008 0.5455 1.2333 0.0701 0.0216 0.0115
5839 1.14731 0 1.9789 0.0125 0.0008 0.5606 1.2326 0.0732 0.0218 0.0113
5840 1.1083 0 1.9606 0.0126 0.0007 0.5611 1.2284 0.0641 0.0199 0.0113
5841 1.14692 0 1.9559 0.0126 0.0005 0.5487 1.2299 0.0681 0.0206 0.0114
5842 1.10596 0 2.355 0.0146 0.0009 0.5481 1.6246 0.0701 0.0202 0.0114
5843 1.16145 0 1.9969 0.0127 0.0008 0.5452 1.258 0.0745 0.0224 0.0114
5844 1.10968 0 1.9671 0.0127 0.0006 0.5581 1.2324 0.067 0.0201 0.0112
5845 1.11147 0 1.9904 0.0128 0.0007 0.5571 1.2366 0.0808 0.0237 0.0112
5846 1.15894 0 2.056 0.0151 0.0007 0.5945 1.2651 0.0736 0.0213 0.0112
5847 1.136 0 2.0045 0.0152 0.0008 0.5556 1.2489 0.0814 0.0238 0.0113
5848 1.12191 0 1.9507 0.0126 0.0006 0.5449 1.2334 0.0656 0.0201 0.0114
5849 1.14889 0 1.9715 0.018 0.0005 0.5434 1.23 0.0749 0.0225 0.0113
5850 1.12684 0 1.9905 0.0125 0.0008 0.5435 1.2612 0.0683 0.0205 0.0114
5851 1.12362 0 1.9936 0.0126 0.0006 0.5438 1.2617 0.072 0.0213 0.0112
5852 1.17741 0 1.9823 0.0126 0.0006 0.5551 1.2331 0.0735 0.022 0.0139
5853 1.12912 0 1.9674 0.0125 0.0005 0.5527 1.2303 0.0723 0.0222 0.0113
5854 1.12883 0 1.9744 0.0127 0.0005 0.5511 1.241 0.071 0.0221 0.0113
5855 1.13144 0 1.9548 0.0125 0.0004 0.5513 1.2202 0.0715 0.0215 0.0113
5856 1.11836 0 1.9708 0.0127 0.0006 0.5567 1.231 0.069 0.022 0.0112
5857 1.13792 0 2.2376 0.0126 0.0008 0.6903 1.361 0.0683 0.0199 0.014
5858 1.1504 0 2.0345 0.0187 0.0006 0.6058 1.2366 0.0736 0.0216 0.0113
5859 1.20058 0 2.0115 0.0126 0.0004 0.5605 1.2755 0.0657 0.0209 0.0113
5860 1.15651 0 1.9746 0.0129 0.0006 0.5535 1.2403 0.07 0.0208 0.0114
5861 1.12818 0 1.974 0.0125 0.0005 0.5508 1.2474 0.0665 0.0208 0.0113
5862 1.14907 0 2.0457 0.0127 0.0006 0.6335 1.2359 0.0675 0.0207 0.0113
5863 1.15012 0 1.9819 0.0128 0.0004 0.5602 1.2314 0.0705 0.0215 0.014
5864 1.18094 0 1.9664 0.0125 0.0004 0.5584 1.233 0.0659 0.0208 0.0114
5865 1.13682 0 2.0149 0.0146 0.0007 0.5846 1.2428 0.0691 0.0216 0.0114
5866 1.14136 0 1.9684 0.0149 0.0006 0.5566 1.2276 0.0722 0.0218 0.0112
5867 1.13474 0 2.7922 0.0126 0.0005 0.7723 1.7849 0.081 0.0257 0.0163
5868 1.15214 0 2.2989 0.0299 0.0009 0.7126 1.3392 0.0831 0.0247 0.0142
5869 1.10434 0 1.9564 0.015 0.0006 0.5535 1.2325 0.0624 0.019 0.0113
5870 1.12031 0 1.9892 0.0126 0.0006 0.5593 1.2406 0.0755 0.0228 0.0115
5871 1.13552 0 1.9642 0.0126 0.0004 0.5577 1.2274 0.0697 0.0204 0.0114
5872 1.13392 0 1.9956 0.0127 0.0006 0.5816 1.2368 0.0654 0.02 0.0113
5873 1.11932 0 1.9469 0.0125 0.0007 0.5437 1.2234 0.0695 0.0215 0.0112
5874 1.12715 0 1.9692 0.0126 0.0007 0.5432 1.2398 0.074 0.0224 0.0113
5875 1.11218 0 1.9535 0.0128 0.0004 0.5419 1.2295 0.0711 0.0215 0.0113
5876 1.12206 0 1.9442 0.0126 0.0005 0.5421 1.23 0.0654 0.0202 0.0112
5877 1.14336 0 2.0493 0.0315 0.0005 0.6313 1.2135 0.0696 0.0213 0.0113
5878 1.1324 0 1.9737 0.0128 0.0006 0.5431 1.2529 0.0674 0.0204 0.0124
5879 1.101 0 2.0028 0.0149 0.0006 0.5577 1.252 0.0737 0.022 0.0113
5880 1.08784 0 2.9478 0.0147 0.0003 0.9693 1.7827 0.0758 0.0219 0.0114
5881 1.12228 0 1.9667 0.0137 0.0005 0.5417 1.2485 0.0665 0.0206 0.0114
5882 1.1803 0 1.9517 0.0125 0.0004 0.5428 1.2274 0.0718 0.0219 0.0112
5883 1.16252 0 1.9631 0.0126 0.0005 0.5549 1.2309 0.0688 0.021 0.0114
5884 1.14004 0 1.9833 0.0138 0.0008 0.5557 1.2535 0.0651 0.0202 0.0114
5885 1.12407 0 1.9928 0.0127 0.0005 0.5427 1.2565 0.0783 0.0233 0.0113
5886 1.1711 0 1.9551 0.0126 0.0003 0.5642 1.2246 0.0605 0.0195 0.0114
5887 1.13926 0 1.9559 0.0125 0.0005 0.5423 1.2325 0.0709 0.0215 0.0113
5888 1.14376 0 1.9455 0.0126 0.0005 0.5595 1.2219 0.0596 0.0186 0.0114
5889 1.12297 0 2.0129 0.0133 0.0006 0.5904 1.2338 0.0719 0.0211 0.0114
5890 1.16434 0 1.9559 0.0198 0.0006 0.5449 1.2159 0.0706 0.0223 0.0114
5891 1.16222 0 2.6587 0.0147 0.0007 0.648 1.7786 0.0829 0.0234 0.0171
5892 1.1427 0 1.9823 0.0158 0.0008 0.5506 1.2443 0.0721 0.0216 0.0113
5893 1.15375 0 1.9813 0.0145 0.0007 0.5563 1.2407 0.0715 0.0212 0.0112
5894 1.15374 0 1.96 0.0127 0.001 0.5516 1.231 0.0685 0.0203 0.0113
5895 1.16164 0 1.9752 0.0127 0.0005 0.5635 1.2314 0.0692 0.0215 0.0114
5896 1.11488 0 1.9397 0.0125 0.0005 0.5572 1.2135 0.0627 0.0195 0.0112
