i miss avg t_all t_grey t_g t_blur t_sob t_max t_thresh t_hys
215 1.16638 0 0.76288 0.047104 0.034816 0.037888 0.038912 0.036864 0.032768 0.033792
216 1.12977 0 0.8192 0.047104 0.03584 0.039936 0.039936 0.036864 0.032768 0.033792
217 1.14389 0 0.78848 0.047104 0.03584 0.037888 0.039936 0.036864 0.032768 0.032768
218 1.20638 0 0.771072 0.047104 0.03584 0.037888 0.038912 0.03584 0.032768 0.032768
219 1.15412 0 0.785408 0.04608 0.03584 0.037888 0.038912 0.036864 0.031744 0.033792
220 1.12464 0 0.800768 0.04608 0.03584 0.037888 0.038912 0.036864 0.032768 0.031744
221 1.17009 0 0.775168 0.04608 0.036864 0.037888 0.038912 0.036864 0.032768 0.031744
222 1.16391 0 0.769024 0.047104 0.034816 0.036864 0.038912 0.036864 0.032768 0.032768
223 1.09815 0 0.83456 0.047104 0.03584 0.038912 0.037888 0.036864 0.033792 0.032768
224 1.16132 0 0.776192 0.04608 0.036864 0.037888 0.04096 0.036864 0.031744 0.032768
225 1.15833 0 0.766976 0.047104 0.03584 0.038912 0.039936 0.036864 0.031744 0.033792
226 1.15192 0 0.766976 0.047104 0.03584 0.037888 0.039936 0.036864 0.032768 0.032768
227 1.15276 0 0.766976 0.04608 0.036864 0.037888 0.039936 0.036864 0.034816 0.032768
228 1.12003 0 0.784384 0.04608 0.03584 0.037888 0.038912 0.036864 0.032768 0.033792
229 1.20828 0 0.809984 0.047104 0.03584 0.037888 0.038912 0.036864 0.032768 0.032768
230 1.14235 0 0.779264 0.04608 0.034816 0.037888 0.038912 0.036864 0.032768 0.032768
231 1.15987 0 0.769024 0.04608 0.03584 0.038912 0.039936 0.036864 0.033792 0.033792
232 1.14395 0 0.809984 0.047104 0.036864 0.037888 0.037888 0.039936 0.032768 0.032768
233 1.12073 0 0.790528 0.04608 0.03584 0.037888 0.039936 0.036864 0.031744 0.032768
234 1.11122 0 0.791552 0.04608 0.03584 0.041984 0.041984 0.04096 0.033792 0.03584
235 1.15348 0 0.802816 0.052224 0.041984 0.041984 0.044032 0.04096 0.034816 0.034816
236 1.16551 0 0.820224 0.053248 0.039936 0.041984 0.044032 0.039936 0.034816 0.034816
237 1.0986 0 0.780288 0.053248 0.039936 0.041984 0.043008 0.038912 0.034816 0.034816
238 1.11752 0 0.780288 0.053248 0.038912 0.041984 0.044032 0.039936 0.034816 0.03584
239 1.13666 0 0.965632 0.053248 0.038912 0.041984 0.08704 0.039936 0.034816 0.033792
240 1.1274 0 0.88576 0.053248 0.038912 0.041984 0.043008 0.038912 0.034816 0.03584
241 1.12604 0 0.857088 0.053248 0.038912 0.041984 0.044032 0.039936 0.034816 0.033792
242 1.14196 0 0.883712 0.054272 0.038912 0.041984 0.044032 0.038912 0.034816 0.034816
243 1.12749 0 0.837632 0.054272 0.041984 0.041984 0.044032 0.038912 0.034816 0.034816
244 1.12933 0 0.83456 0.052224 0.038912 0.04096 0.043008 0.039936 0.033792 0.034816
245 1.23307 0 0.932864 0.052224 0.038912 0.041984 0.043008 0.038912 0.034816 0.033792
246 1.1458 0 0.923648 0.053248 0.039936 0.045056 0.044032 0.075776 0.034816 0.03584
247 1.13791 0 0.831488 0.052224 0.038912 0.041984 0.043008 0.039936 0.034816 0.034816
248 1.17564 0 1.536 0.052224 0.038912 0.043008 0.044032 0.038912 0.034816 0.03584
249 1.08649 0 0.826368 0.093184 0.036864 0.04096 0.044032 0.039936 0.034816 0.033792
250 1.07777 0 0.822272 0.088064 0.038912 0.041984 0.043008 0.038912 0.033792 0.034816
251 1.14808 0 0.821248 0.053248 0.039936 0.041984 0.043008 0.038912 0.034816 0.033792
252 1.12896 0 0.779264 0.052224 0.038912 0.041984 0.043008 0.039936 0.034816 0.034816
253 1.15118 0 1.5104 0.052224 0.038912 0.041984 0.043008 0.038912 0.034816 0.034816
254 1.15418 0 0.891904 0.052224 0.039936 0.041984 0.044032 0.039936 0.034816 0.034816
255 1.12817 0 0.789504 0.052224 0.039936 0.041984 0.044032 0.039936 0.034816 0.034816
256 1.13443 0 0.769024 0.053248 0.038912 0.041984 0.043008 0.039936 0.034816 0.03584
257 1.13997 0 0.908288 0.053248 0.038912 0.043008 0.044032 0.039936 0.034816 0.034816
258 1.1086 0 0.910336 0.053248 0.037888 0.082944 0.044032 0.038912 0.03584 0.034816
259 1.14473 0 1.0025 0.052224 0.037888 0.041984 0.043008 0.039936 0.070656 0.034816
260 1.06867 0 0.874496 0.053248 0.037888 0.041984 0.043008 0.038912 0.034816 0.03584
261 1.15229 0 1.76026 0.054272 0.038912 0.043008 0.145408 0.039936 0.03584 0.034816
262 1.13118 0 0.859136 0.052224 0.038912 0.041984 0.044032 0.038912 0.03584 0.03584
263 1.13956 0 0.944128 0.053248 0.037888 0.041984 0.043008 0.044032 0.034816 0.034816
264 1.10667 0 0.90624 0.053248 0.043008 0.041984 0.044032 0.039936 0.034816 0.031744
265 1.17971 0 2.3593 0.795648 0.038912 0.041984 0.044032 0.039936 0.034816 0.034816
266 1.15431 0 1.62816 0.053248 0.070656 0.04096 0.044032 0.039936 0.034816 0.034816
267 1.13746 0 0.98304 0.053248 0.03584 0.048128 0.044032 0.04096 0.034816 0.03584
268 1.10792 0 1.0025 0.053248 0.038912 0.086016 0.044032 0.039936 0.033792 0.034816
269 1.15581 0 0.843776 0.053248 0.037888 0.041984 0.045056 0.04096 0.033792 0.034816
270 1.15007 0 0.85504 0.053248 0.044032 0.04096 0.044032 0.07168 0.034816 0.033792
271 1.10475 0 0.771072 0.053248 0.041984 0.04096 0.044032 0.039936 0.034816 0.03584
272 1.14159 0 0.831488 0.053248 0.041984 0.04096 0.045056 0.038912 0.034816 0.034816
