i miss avg t_all t_grey t_g t_blur t_sob t_max t_thresh t_hys
2636 1.16852 0 5.1999 0.008192 0.00608 0.006144 0.006144 0.005312 0.006144 0.003904
2637 1.16145 0 4.5305 0.007328 0.00608 0.005408 0.006048 0.005184 0.006144 0.004096
2638 1.16034 0 4.5983 0.006144 0.006144 0.006144 0.005312 0.005184 0.00512 0.004224
2639 1.11568 0 4.4201 0.008192 0.006144 0.00528 0.006208 0.006144 0.006144 0.004096
2640 1.12813 0 4.5583 0.008192 0.006144 0.006144 0.005376 0.006144 0.006112 0.004928
2641 1.10453 0 4.7277 0.007168 0.006144 0.006112 0.006944 0.006144 0.00608 0.004096
2642 1.11995 0 4.4947 0.008192 0.006016 0.006048 0.006144 0.006144 0.006144 0.004096
2643 1.15545 0 4.395 0.008192 0.007136 0.00512 0.006144 0.006144 0.006144 0.004096
2644 1.14427 0 4.7781 0.008192 0.006144 0.006112 0.005312 0.006144 0.005376 0.005088
2645 1.13179 0 4.4277 0.008192 0.006144 0.00512 0.005376 0.00512 0.006144 0.004096
2646 1.19649 0 4.8266 0.006144 0.006144 0.006144 0.00624 0.006144 0.004224 0.004096
2647 1.14573 0 4.6777 0.00816 0.005344 0.006112 0.006144 0.006144 0.006016 0.00496
2648 1.10982 0 4.8672 0.00816 0.006144 0.006144 0.00608 0.006144 0.006144 0.006144
2649 1.12151 0 4.5562 0.006944 0.006944 0.00512 0.006144 0.005216 0.006144 0.004096
2650 1.15897 0 4.4265 0.008192 0.00624 0.00512 0.006144 0.006144 0.00608 0.006144
2651 1.13173 0 4.8427 0.006144 0.006144 0.006048 0.006144 0.00512 0.006144 0.004224
2652 1.21249 0 4.4685 0.00816 0.006144 0.006144 0.006016 0.006144 0.006048 0.004096
2653 1.11779 0 4.5316 0.008192 0.006144 0.00512 0.006144 0.006144 0.006144 0.004096
2654 1.14053 0 4.6274 0.008192 0.005984 0.00512 0.006144 0.00528 0.006144 0.004096
2655 1.09366 0 5.1679 0.008192 0.00512 0.006144 0.00608 0.006144 0.006144 0.005024
2656 1.1227 0 4.8827 0.008096 0.005344 0.006144 0.007008 0.00528 0.006144 0.004096
2657 1.14302 0 4.8714 0.008128 0.006144 0.006144 0.005344 0.005312 0.006048 0.004096
2658 1.09336 0 4.7653 0.006176 0.006144 0.005376 0.006144 0.005344 0.006144 0.004096
2659 1.12003 0 4.5718 0.006144 0.006144 0.00512 0.005344 0.005184 0.006144 0.004096
2660 1.13268 0 4.4397 0.008192 0.006144 0.00512 0.006144 0.00512 0.00608 0.004096
2661 1.16533 0 4.5939 0.007168 0.00608 0.005984 0.006048 0.006144 0.006144 0.004096
2662 1.15561 0 4.5795 0.008192 0.006144 0.006016 0.006144 0.005184 0.005248 0.004096
2663 1.14928 0 4.7212 0.00816 0.006144 0.00592 0.00608 0.00512 0.006144 0.006144
2664 1.11491 0 5.0114 0.008192 0.006144 0.006144 0.006112 0.006144 0.006048 0.004896
2665 1.14575 0 4.8959 0.008192 0.006112 0.00512 0.006144 0.006144 0.005248 0.004896
2666 1.16601 0 5.2938 0.007296 0.004928 0.006112 0.006048 0.006144 0.006304 0.004192
2667 1.14944 0 4.4787 0.008192 0.006144 0.006144 0.006144 0.006144 0.006144 0.004992
2668 1.12104 0 4.6408 0.00816 0.005344 0.006144 0.006144 0.006144 0.006048 0.00416
2669 1.1443 0 4.4755 0.008192 0.006144 0.006144 0.006144 0.005376 0.006048 0.004096
2670 1.14752 0 4.5336 0.008128 0.00608 0.005984 0.006016 0.006144 0.004352 0.005248
2671 1.11439 0 4.5199 0.008192 0.006144 0.00592 0.00608 0.006144 0.005088 0.004096
2672 1.14801 0 4.4484 0.00816 0.006144 0.006144 0.006144 0.006144 0.004288 0.004096
2673 1.16534 0 4.4592 0.006144 0.005344 0.005344 0.006144 0.006144 0.00608 0.005056
2674 1.07807 0 4.7461 0.008128 0.00608 0.00512 0.005344 0.005152 0.006144 0.004096
2675 1.12049 0 4.818 0.00816 0.006144 0.005888 0.006144 0.004224 0.006144 0.004256
2676 1.15885 0 4.504 0.008192 0.006144 0.006144 0.006144 0.006144 0.006144 0.004096
2677 1.1744 0 4.7579 0.008192 0.006144 0.006048 0.006144 0.005216 0.00608 0.003968
2678 1.11463 0 4.4637 0.00816 0.006144 0.006144 0.006304 0.006144 0.006144 0.004096
2679 1.15625 0 4.3869 0.008192 0.006144 0.005152 0.006144 0.00512 0.006144 0.004896
2680 1.10684 0 4.8406 0.007008 0.006144 0.006144 0.007008 0.006144 0.004928 0.004096
2681 1.13557 0 4.4148 0.008128 0.00512 0.00592 0.006048 0.00512 0.006144 0.004224
2682 1.08576 0 4.6548 0.008128 0.006144 0.005184 0.006144 0.006144 0.00512 0.004096
2683 1.13863 0 4.5368 0.008192 0.006144 0.005184 0.006144 0.006144 0.00512 0.004096
2684 1.19631 0 4.9841 0.007424 0.006144 0.005248 0.006144 0.006144 0.006112 0.004096
2685 1.09101 0 4.7553 0.008192 0.006144 0.00512 0.00608 0.005248 0.005248 0.004096
2686 1.11876 0 4.5874 0.008192 0.006144 0.006144 0.006144 0.006144 0.006144 0.00416
2687 1.12991 0 4.9212 0.008192 0.006048 0.006144 0.006144 0.006144 0.006048 0.004096
2688 1.19373 0 4.5313 0.008192 0.00512 0.006144 0.006048 0.006144 0.006048 0.004928
2689 1.08493 0 4.3889 0.008192 0.005312 0.00608 0.006144 0.00512 0.006048 0.004096
2690 1.12101 0 4.7061 0.006208 0.006272 0.005408 0.00608 0.006144 0.006144 0.004096
2691 1.11164 0 5.0811 0.006976 0.006144 0.005952 0.006048 0.006144 0.006144 0.004096
2692 1.11475 0 4.9064 0.007104 0.006048 0.006144 0.006144 0.005184 0.006016 0.004096
2693 1.1318 0 4.6031 0.006144 0.006144 0.006016 0.00528 0.005248 0.006144 0.004096
2694 1.10279 0 4.7868 0.008192 0.00608 0.005248 0.006144 0.006144 0.006144 0.004096
2695 1.1359 0 4.4947 0.008192 0.006144 0.006144 0.006144 0.006144 0.006144 0.004096
2696 1.14431 0 4.8644 0.008192 0.006144 0.006144 0.00608 0.006144 0.006144 0.004096
2697 1.15865 0 4.4428 0.008192 0.006144 0.006144 0.006144 0.006144 0.006144 0.004
2698 1.1518 0 4.8407 0.007328 0.00512 0.006144 0.006144 0.005312 0.006144 0.004224
2699 1.18997 0 4.7185 0.006912 0.006144 0.00528 0.006048 0.005184 0.006144 0.004096
2700 1.15487 0 4.4635 0.008192 0.006144 0.00592 0.006144 0.005184 0.00512 0.004864
2701 1.15726 0 4.4239 0.008192 0.006048 0.006144 0.006144 0.006144 0.006144 0.004096
2702 1.08648 0 5.4099 0.007168 0.006144 0.006016 0.006144 0.005344 0.00528 0.004096
2703 1.11303 0 4.9745 0.008192 0.006112 0.00512 0.006304 0.006144 0.006144 0.004096
2704 1.13923 0 4.9115 0.0072 0.006144 0.007168 0.006144 0.006144 0.005408 0.004256
2705 1.20154 0 4.706 0.008192 0.006144 0.006144 0.006112 0.00512 0.006144 0.004096
2706 1.11135 0 4.6716 0.007392 0.006144 0.005376 0.006048 0.006144 0.006144 0.004096
2707 1.16566 0 4.4671 0.007104 0.00608 0.006144 0.006144 0.005248 0.006144 0.004096
2708 1.08158 0 4.4567 0.008192 0.006144 0.00608 0.006144 0.006144 0.006048 0.003936
2709 1.16643 0 9.2993 0.008128 0.006912 0.005248 0.006144 0.006144 0.00608 0.004096
2710 1.08333 0 4.6171 0.008192 0.006144 0.006144 0.006144 0.006144 0.006304 0.004096
2711 1.14208 0 4.9225 0.008192 0.006144 0.005984 0.006144 0.006144 0.004896 0.006144
2712 1.08871 0 4.8774 0.008096 0.005376 0.00608 0.00512 0.006144 0.006144 0.006144
2713 1.13079 0 4.764 0.008096 0.006144 0.005952 0.006176 0.006144 0.006144 0.004096
2714 1.1529 0 4.6649 0.007168 0.006112 0.005312 0.006144 0.006144 0.006144 0.004288
2715 1.11653 0 4.8901 0.008096 0.006112 0.005152 0.006144 0.006144 0.005312 0.004192
2716 1.12696 0 4.7867 0.008192 0.006144 0.00512 0.006144 0.00432 0.006144 0.006144
2717 1.07993 0 4.4512 0.008192 0.006144 0.005312 0.006944 0.006144 0.006144 0.004096
2718 1.13804 0 4.8993 0.008192 0.006144 0.006144 0.006144 0.00512 0.006144 0.004096
2719 1.1778 0 4.4736 0.008192 0.006144 0.00512 0.006144 0.006144 0.006144 0.004192
2720 1.09466 0 4.4525 0.008192 0.006144 0.006144 0.006144 0.006144 0.004224 0.004096
2721 1.15971 0 4.8257 0.00816 0.006208 0.005888 0.006144 0.006144 0.006144 0.004096
2722 1.12684 0 4.493 0.008128 0.006016 0.006144 0.006144 0.005312 0.006144 0.004064
2723 1.16723 0 4.3988 0.008192 0.006144 0.006144 0.006144 0.006144 0.00608 0.00416
2724 1.1571 0 4.6135 0.008192 0.006144 0.00512 0.006144 0.006144 0.00512 0.004096
2725 1.14469 0 4.5135 0.007168 0.005408 0.005344 0.006144 0.006144 0.006144 0.004096
2726 1.1345 0 4.5593 0.008192 0.00592 0.005184 0.006144 0.006144 0.006144 0.004096
2727 1.13675 0 4.4082 0.008192 0.006144 0.005376 0.006144 0.005216 0.006048 0.00496
2728 1.10676 0 4.3246 0.008192 0.005344 0.00512 0.006144 0.005184 0.006144 0.004096
2729 1.15909 0 4.4208 0.008192 0.006048 0.006144 0.006144 0.00512 0.00512 0.004992
2730 1.12823 0 4.496 0.007008 0.006144 0.006144 0.006144 0.00512 0.00512 0.004896
2731 1.12568 0 4.531 0.008192 0.00608 0.005216 0.006144 0.00528 0.005344 0.004096
2732 1.09582 0 4.475 0.006944 0.005376 0.006144 0.006144 0.00512 0.00512 0.00432
2733 1.11961 0 4.5043 0.008128 0.005344 0.006144 0.006144 0.006144 0.00512 0.004096
2734 1.18069 0 4.4024 0.008192 0.006144 0.006144 0.006144 0.006144 0.005344 0.004096
2735 1.18271 0 4.3604 0.008192 0.006144 0.006144 0.006144 0.00512 0.006144 0.004096
2736 1.1033 0 4.7326 0.008192 0.006144 0.006144 0.005376 0.006144 0.006144 0.004032
2737 1.07585 0 4.5231 0.008192 0.006144 0.006144 0.006144 0.005344 0.00624 0.004096
2738 1.11764 0 4.5205 0.008192 0.006144 0.005888 0.006016 0.005248 0.00432 0.004096
2739 1.18315 0 4.8467 0.008128 0.006144 0.00608 0.006144 0.004096 0.006144 0.004096
2740 1.13014 0 4.942 0.008192 0.00608 0.005344 0.006144 0.006144 0.006144 0.004096
2741 1.08553 0 4.6003 0.008064 0.006144 0.005152 0.006176 0.005184 0.006144 0.004096
2742 1.17569 0 4.9875 0.008064 0.006144 0.005376 0.005344 0.006144 0.00608 0.004096
2743 1.14086 0 4.5888 0.008192 0.006144 0.006144 0.006048 0.006144 0.006016 0.003968
2744 1.12131 0 4.8405 0.007424 0.006112 0.005888 0.006144 0.005376 0.006144 0.004128
2745 1.15468 0 4.9239 0.008192 0.006144 0.006144 0.006048 0.006144 0.00624 0.004992
2746 1.16212 0 4.4561 0.008128 0.006144 0.006144 0.006144 0.00512 0.00624 0.004
2747 1.14787 0 4.8552 0.008096 0.006144 0.006112 0.006144 0.00528 0.006144 0.004096
2748 1.13676 0 5.089 0.008192 0.00608 0.00528 0.006144 0.00512 0.006144 0.004896
2749 1.11768 0 4.425 0.008128 0.006144 0.005952 0.006048 0.00512 0.004256 0.004928
2750 1.17065 0 4.7981 0.008192 0.006144 0.006144 0.006144 0.006144 0.006048 0.004192
2751 1.16726 0 5.0095 0.008192 0.006112 0.006144 0.006144 0.006144 0.00608 0.004096
2752 1.1237 0 4.7861 0.008192 0.006144 0.00592 0.006144 0.005312 0.006144 0.004128
2753 1.15622 0 4.7337 0.007168 0.006144 0.005248 0.00608 0.006144 0.006144 0.004224
2754 1.16896 0 4.4194 0.008192 0.006144 0.006144 0.006112 0.00528 0.006144 0.004096
2755 1.11997 0 4.4102 0.008192 0.006144 0.00608 0.006144 0.005376 0.006048 0.00512
2756 1.14403 0 4.8689 0.008192 0.006144 0.005248 0.00608 0.00512 0.006144 0.004096
2757 1.17361 0 4.5044 0.008192 0.006144 0.006144 0.00608 0.006144 0.005216 0.004096
2758 1.12156 0 5.0316 0.008192 0.006144 0.006144 0.006304 0.006144 0.006144 0.004096
2759 1.1182 0 4.5265 0.007424 0.006144 0.006144 0.006144 0.005216 0.004096 0.005312
2760 1.14395 0 5.1513 0.007168 0.006144 0.006144 0.006144 0.006144 0.006144 0.004096
2761 1.15971 0 4.6945 0.008128 0.005152 0.005216 0.006144 0.006144 0.00608 0.004096
2762 1.14618 0 4.6971 0.007168 0.006144 0.006048 0.006112 0.006144 0.006144 0.004096
2763 1.14667 0 4.5335 0.008192 0.006144 0.006144 0.00608 0.006144 0.006144 0.004096
2764 1.1747 0 4.4408 0.008192 0.006144 0.005216 0.00608 0.006144 0.00608 0.004992
2765 1.1569 0 4.4427 0.008192 0.006144 0.005312 0.006144 0.004352 0.00608 0.00512
2766 1.15702 0 4.5053 0.008128 0.006144 0.006048 0.006048 0.005344 0.006144 0.004928
2767 1.14338 0 4.4902 0.007168 0.006144 0.006144 0.006144 0.006144 0.006144 0.004896
2768 1.13997 0 4.4492 0.00816 0.006144 0.00528 0.006144 0.005376 0.006144 0.004192
2769 1.14081 0 4.7965 0.00736 0.006144 0.006144 0.006144 0.005216 0.00496 0.004224
2770 1.17448 0 4.4615 0.006144 0.006144 0.006144 0.006016 0.006144 0.006144 0.004192
2771 1.12395 0 4.9623 0.00816 0.006112 0.006144 0.006144 0.006144 0.006144 0.004096
2772 1.19987 0 4.4093 0.007392 0.006144 0.005248 0.006144 0.006144 0.006144 0.005088
2773 1.17299 0 4.4736 0.008192 0.00608 0.005184 0.00608 0.006144 0.006144 0.00496
2774 1.16819 0 4.7494 0.008192 0.006144 0.006144 0.006016 0.00512 0.006144 0.004096
2775 1.13359 0 4.523 0.008192 0.00608 0.005152 0.006016 0.006144 0.006144 0.004864
2776 1.1698 0 4.7061 0.006144 0.006144 0.00592 0.005344 0.006144 0.006144 0.004096
2777 1.15844 0 4.3872 0.008096 0.006112 0.00592 0.006144 0.006144 0.00608 0.004096
2778 1.13283 0 4.7441 0.008192 0.006144 0.005856 0.006144 0.005184 0.006144 0.004096
2779 1.13989 0 4.9742 0.008192 0.006144 0.005344 0.005376 0.006144 0.006144 0.004096
2780 1.13238 0 4.6582 0.006144 0.006144 0.005216 0.006112 0.006144 0.006112 0.004096
2781 1.10414 0 4.7089 0.008096 0.006144 0.006144 0.006304 0.005152 0.004096 0.004928
2782 1.19633 0 4.4441 0.006144 0.006048 0.005152 0.006144 0.004928 0.006144 0.004096
2783 1.11202 0 4.7431 0.008192 0.006144 0.00512 0.006144 0.006144 0.004288 0.004096
2784 1.05823 0 4.8737 0.008192 0.006144 0.00512 0.00608 0.00512 0.00416 0.004224
2785 1.14969 0 4.6554 0.008192 0.006144 0.005248 0.006144 0.006144 0.006144 0.004096
2786 1.13559 0 4.5019 0.006144 0.006144 0.006112 0.006144 0.00512 0.006144 0.00416
2787 1.12898 0 4.7185 0.008192 0.006144 0.006144 0.006144 0.004256 0.006144 0.004096
2788 1.17548 0 4.6061 0.007008 0.006112 0.006144 0.006144 0.00512 0.006912 0.004096
2789 1.15497 0 4.7973 0.008192 0.006144 0.006144 0.006144 0.006144 0.006112 0.004096
2790 1.11654 0 5.2248 0.007264 0.006016 0.006144 0.006144 0.005344 0.00512 0.004224
2791 1.18622 0 4.4382 0.008192 0.006144 0.005952 0.006112 0.006144 0.006144 0.004096
2792 1.13669 0 4.8403 0.008192 0.006112 0.006144 0.006144 0.006144 0.005312 0.004096
2793 1.09304 0 4.484 0.008192 0.006048 0.006144 0.006112 0.00512 0.006144 0.004096
2794 1.15249 0 4.575 0.007456 0.006144 0.005312 0.00608 0.006144 0.006144 0.004096
2795 1.12155 0 4.5737 0.008192 0.006144 0.005344 0.00608 0.00512 0.006144 0.004096
2796 1.13338 0 4.5031 0.007392 0.006144 0.005184 0.006144 0.005376 0.00608 0.004864
2797 1.14374 0 4.702 0.008192 0.006016 0.00512 0.006144 0.006144 0.006144 0.00512
2798 1.18248 0 4.9182 0.007168 0.006144 0.006144 0.006144 0.006144 0.006144 0.006144
2799 1.12538 0 4.8225 0.008192 0.006176 0.005184 0.006048 0.006144 0.005312 0.004096
2800 1.14261 0 4.8718 0.007232 0.006144 0.005152 0.006144 0.006144 0.006144 0.004064
2801 1.19682 0 4.5054 0.007168 0.006144 0.005216 0.006144 0.005216 0.006144 0.004096
2802 1.14751 0 4.579 0.008192 0.006144 0.00592 0.006144 0.006144 0.00608 0.004928
2803 1.14849 0 4.5974 0.008192 0.006144 0.005344 0.006144 0.006144 0.00608 0.004224
2804 1.11995 0 4.5081 0.008192 0.006048 0.00512 0.005312 0.006144 0.00624 0.006144
2805 1.164 0 4.6451 0.008192 0.006144 0.006144 0.006144 0.004224 0.006144 0.004128
2806 1.1443 0 4.8088 0.008192 0.006144 0.00512 0.006144 0.006144 0.004992 0.004192
2807 1.16805 0 4.9712 0.008192 0.006048 0.005152 0.006144 0.006144 0.006144 0.004128
2808 1.09975 0 4.9213 0.008128 0.006176 0.006144 0.006144 0.005152 0.006272 0.004096
2809 1.11823 0 4.6976 0.007168 0.005344 0.00528 0.006016 0.00512 0.005312 0.00432
2810 1.12738 0 4.5565 0.008128 0.006144 0.006144 0.006144 0.00512 0.006016 0.006112
2811 1.09406 0 4.6268 0.008192 0.006144 0.00592 0.006144 0.006144 0.00512 0.004096
2812 1.15184 0 5.1124 0.008192 0.006144 0.005152 0.006144 0.00512 0.006144 0.004096
2813 1.15932 0 4.4817 0.008192 0.006144 0.006144 0.006144 0.005248 0.006144 0.004096
2814 1.13139 0 4.9055 0.007168 0.006144 0.005952 0.006048 0.005248 0.006144 0.004864
2815 1.14147 0 4.6151 0.008192 0.00608 0.005952 0.006144 0.00512 0.006144 0.004192
2816 1.16726 0 4.8701 0.008096 0.006144 0.00608 0.006144 0.006144 0.006144 0.004096
2817 1.15593 0 4.4596 0.008192 0.006144 0.005184 0.006144 0.006144 0.006144 0.004928
2818 1.12295 0 4.8582 0.008192 0.006048 0.00512 0.006144 0.005376 0.006144 0.004032
2819 1.23348 0 4.5119 0.006144 0.006112 0.006144 0.006144 0.006144 0.006144 0.004096
2820 1.1247 0 4.8018 0.006144 0.006144 0.006112 0.006144 0.006144 0.006144 0.004096
2821 1.16682 0 4.6498 0.008128 0.00608 0.00512 0.006144 0.006144 0.00512 0.004096
2822 1.21315 0 4.7867 0.00816 0.006144 0.006144 0.006144 0.006144 0.00608 0.004096
2823 1.15586 0 4.3928 0.008192 0.006144 0.005184 0.006144 0.00512 0.00512 0.006144
2824 1.14198 0 5.1035 0.00816 0.006144 0.006144 0.006144 0.00528 0.006144 0.004096
2825 1.15377 0 4.6214 0.007168 0.006144 0.006144 0.005344 0.005184 0.006112 0.004896
2826 1.13896 0 4.4992 0.008192 0.006048 0.005344 0.006144 0.005312 0.006144 0.004096
2827 1.1557 0 4.7809 0.008192 0.006304 0.006048 0.006144 0.005376 0.00512 0.004096
2828 1.12655 0 4.4041 0.008192 0.006144 0.006144 0.006144 0.006144 0.006144 0.004096
2829 1.17084 0 4.3804 0.008192 0.006144 0.005952 0.006048 0.005344 0.006144 0.00416
2830 1.12164 0 4.719 0.008192 0.005376 0.006144 0.006144 0.006144 0.006144 0.004096
2831 1.1221 0 4.4764 0.008192 0.00512 0.00512 0.006144 0.005248 0.004096 0.004096
2832 1.11351 0 4.3854 0.006144 0.006144 0.006144 0.006144 0.006144 0.006144 0.004096
2833 1.20309 0 4.4104 0.008192 0.006144 0.006144 0.006144 0.006144 0.005376 0.004096
2834 1.14034 0 4.3786 0.008128 0.006144 0.006144 0.006144 0.006144 0.006144 0.004096
2835 1.1235 0 4.8042 0.006976 0.00608 0.006144 0.006144 0.005152 0.006144 0.004096
2836 1.1302 0 4.337 0.00736 0.006144 0.006144 0.006144 0.006144 0.00512 0.004096
2837 1.08745 0 4.7919 0.008192 0.006144 0.005312 0.006144 0.006144 0.006144 0.00416
2838 1.17893 0 4.9775 0.008192 0.00608 0.006144 0.006144 0.005216 0.006016 0.004256
2839 1.16637 0 4.751 0.007168 0.006112 0.006144 0.006144 0.006144 0.006144 0.004096
2840 1.11792 0 4.4704 0.008192 0.006144 0.00608 0.006144 0.006144 0.00512 0.004288
2841 1.15937 0 4.4339 0.008192 0.006144 0.006144 0.00608 0.00512 0.006048 0.004096
2842 1.11293 0 4.4439 0.008192 0.006048 0.005184 0.00608 0.006144 0.00624 0.004096
2843 1.20019 0 4.4823 0.008192 0.006144 0.006144 0.006144 0.005184 0.00608 0.004224
2844 1.13029 0 4.8067 0.008192 0.006144 0.005152 0.006144 0.005152 0.006144 0.005056
2845 1.14148 0 4.8753 0.008192 0.00608 0.006144 0.006144 0.00512 0.00512 0.004096
2846 1.10714 0 5.4507 0.008192 0.005984 0.006144 0.006144 0.006144 0.006144 0.004096
2847 1.12789 0 4.7737 0.008128 0.006144 0.00512 0.006144 0.006144 0.006144 0.004096
2848 1.14397 0 4.9623 0.00736 0.006144 0.00512 0.006144 0.00512 0.004096 0.004896
2849 1.1577 0 4.7115 0.008192 0.006144 0.005984 0.006176 0.00512 0.006048 0.004096
2850 1.18576 0 4.529 0.008192 0.006144 0.006144 0.006144 0.006144 0.006144 0.004096
2851 1.14147 0 4.4039 0.008192 0.006144 0.006144 0.005344 0.005376 0.006112 0.005056
2852 1.14738 0 4.7863 0.006144 0.006144 0.00528 0.006048 0.006144 0.006144 0.00608
2853 1.17071 0 4.7005 0.008192 0.006144 0.005152 0.006144 0.00512 0.006144 0.004224
2854 1.17864 0 5.127 0.008192 0.006144 0.005184 0.006144 0.00512 0.00608 0.004096
2855 1.1106 0 4.6964 0.008192 0.006144 0.006144 0.006144 0.006144 0.006112 0.004928
2856 1.17314 0 4.7746 0.00816 0.006144 0.006144 0.00608 0.00512 0.006208 0.004096
2857 1.17498 0 4.6422 0.007328 0.006144 0.006144 0.006144 0.006144 0.006144 0.005088
2858 1.11795 0 4.6871 0.008192 0.006176 0.00512 0.006144 0.005248 0.006144 0.004096
2859 1.12966 0 4.4001 0.008192 0.006144 0.00512 0.006144 0.006144 0.006144 0.004096
2860 1.14429 0 4.5278 0.008192 0.006144 0.006016 0.006208 0.006144 0.004096 0.004992
2861 1.15639 0 4.6057 0.008128 0.006144 0.00608 0.006144 0.006144 0.00512 0.004096
2862 1.156 0 4.5235 0.008192 0.006144 0.005984 0.006144 0.004864 0.006144 0.004096
2863 1.12175 0 4.4919 0.007392 0.006144 0.006144 0.00528 0.006144 0.006144 0.004096
2864 1.1535 0 4.6221 0.008192 0.006144 0.006144 0.006144 0.005376 0.006112 0.004096
2865 1.10329 0 4.749 0.006144 0.006144 0.006144 0.006144 0.00512 0.006144 0.006144
2866 1.09899 0 4.4924 0.006144 0.006144 0.006144 0.006272 0.006144 0.006144 0.004096
2867 1.17383 0 4.473 0.008192 0.006048 0.005248 0.006144 0.004992 0.006048 0.004096
2868 1.14609 0 4.3486 0.008192 0.005376 0.005152 0.006144 0.006144 0.006144 0.004992
2869 1.10081 0 4.39 0.008192 0.006144 0.006144 0.006144 0.00528 0.004096 0.004224
2870 1.15314 0 4.377 0.007168 0.006144 0.005344 0.006144 0.004096 0.006144 0.004224
2871 1.12118 0 4.5288 0.008192 0.006144 0.006144 0.006144 0.00512 0.006144 0.006144
2872 1.14568 0 4.4872 0.006144 0.00608 0.005152 0.006048 0.00528 0.006144 0.004928
2873 1.15541 0 4.5214 0.008128 0.006144 0.00512 0.00608 0.00512 0.006048 0.00416
2874 1.15782 0 4.3901 0.007104 0.006048 0.005152 0.006112 0.006144 0.00608 0.004096
2875 1.18221 0 4.4075 0.008192 0.006048 0.006144 0.005312 0.006144 0.005216 0.004896
2876 1.13127 0 4.4103 0.008192 0.006144 0.00592 0.006144 0.006144 0.006144 0.004096
2877 1.16004 0 4.5322 0.008192 0.006144 0.006144 0.006144 0.005344 0.00608 0.004128
2878 1.1314 0 4.5773 0.008192 0.00512 0.006144 0.006144 0.005344 0.006144 0.004096
2879 1.10812 0 4.8677 0.008192 0.006144 0.005952 0.006144 0.006144 0.006144 0.004224
2880 1.1371 0 4.6912 0.008192 0.006144 0.005152 0.006144 0.005312 0.006144 0.004096
2881 1.14871 0 4.5454 0.00736 0.006144 0.005984 0.006144 0.006144 0.00608 0.004864
2882 1.16479 0 4.8152 0.008192 0.006144 0.00512 0.006144 0.006144 0.00512 0.004096
2883 1.11594 0 4.3903 0.008192 0.00624 0.006144 0.006208 0.00512 0.006208 0.005952
2884 1.14745 0 4.3846 0.007168 0.006144 0.006144 0.006272 0.00512 0.006144 0.004096
2885 1.12925 0 4.7652 0.007392 0.006144 0.00512 0.00608 0.006144 0.005344 0.004096
2886 1.14549 0 4.3682 0.008192 0.006144 0.006144 0.006016 0.004864 0.006144 0.004096
2887 1.12879 0 4.7056 0.008192 0.006144 0.005312 0.006144 0.006144 0.004096 0.005056
2888 1.13627 0 4.7163 0.007328 0.00608 0.005984 0.006144 0.00528 0.006144 0.004224
2889 1.14198 0 4.427 0.006144 0.006144 0.00592 0.005312 0.006144 0.00512 0.004192
2890 1.18977 0 4.4956 0.008192 0.006144 0.005312 0.005376 0.006144 0.004096 0.004096
2891 1.11356 0 4.7208 0.006144 0.006144 0.005984 0.005408 0.006144 0.006144 0.004128
2892 1.14937 0 4.5523 0.008192 0.006144 0.006144 0.006144 0.00512 0.006144 0.004096
2893 1.09141 0 5.6134 0.008192 0.006144 0.006048 0.006144 0.00512 0.00512 0.004096
2894 1.18259 0 4.8117 0.008192 0.005344 0.006016 0.006144 0.006144 0.006112 0.004928
2895 1.17567 0 4.6644 0.008128 0.006144 0.00528 0.006048 0.00512 0.006016 0.004096
2896 1.13304 0 4.6404 0.006144 0.006048 0.005216 0.00704 0.006144 0.006144 0.004928
2897 1.11885 0 4.8676 0.006144 0.006144 0.005952 0.006016 0.006144 0.005408 0.004096
2898 1.17244 0 4.389 0.008192 0.006144 0.006016 0.006144 0.005312 0.00512 0.004096
2899 1.1542 0 4.4689 0.008192 0.006144 0.00592 0.006144 0.005216 0.006144 0.00416
2900 1.1412 0 4.4641 0.008096 0.006144 0.005216 0.006144 0.006144 0.006144 0.004096
2901 1.16894 0 4.987 0.008192 0.006144 0.00512 0.006048 0.00512 0.006144 0.004096
2902 1.15788 0 5.2536 0.008192 0.006144 0.00512 0.006144 0.006144 0.006144 0.005312
2903 1.1526 0 4.8201 0.008192 0.006144 0.00512 0.006144 0.006144 0.006144 0.006144
2904 1.14743 0 4.9653 0.008192 0.006144 0.006144 0.006144 0.00512 0.006144 0.004256
2905 1.15157 0 4.9268 0.008128 0.00512 0.005248 0.006048 0.006144 0.004992 0.004096
2906 1.15054 0 4.5525 0.008192 0.005312 0.005248 0.006272 0.00512 0.006144 0.006144
2907 1.13734 0 5.0669 0.006144 0.00512 0.00512 0.006208 0.005184 0.006144 0.004896
2908 1.09731 0 4.8117 0.00816 0.006144 0.00512 0.006048 0.00512 0.006144 0.004096
2909 1.14558 0 4.5649 0.008192 0.006144 0.005984 0.006144 0.006144 0.006144 0.004064
2910 1.12059 0 4.7238 0.008192 0.006048 0.00592 0.006144 0.006144 0.00512 0.004096
2911 1.15273 0 4.5355 0.008096 0.005376 0.005312 0.006144 0.006144 0.00512 0.004096
2912 1.15397 0 4.7808 0.007168 0.006112 0.006144 0.006144 0.006144 0.00512 0.004096
2913 1.14175 0 4.4037 0.008128 0.006112 0.005152 0.006144 0.00528 0.006048 0.004864
2914 1.16854 0 4.7429 0.008192 0.006144 0.006048 0.006048 0.005312 0.006144 0.004224
